tau,dqrng,mt19937,sitmo,rnorm
498,-1.398070872,-0.280341729,0.338602567,-0.431431514
499,0.331254286,-0.03322727,1.09669307,-1.112056554
500,-0.513705286,0.250402655,-0.943095048,-1.246994741
501,-0.314865391,0.540740797,-1.289825583,-0.006201827
502,0.074364894,-0.506773665,0.955126287,-0.988414503
503,-0.943671469,1.070438877,-0.100523338,0.571136736
504,1.813177548,-0.358173227,-0.166760733,-0.684028231
505,-0.876046269,-0.872168845,-0.817183698,-0.11259628
506,-0.613085961,1.053863909,-0.833632569,0.267486523
507,-1.109886957,-0.501289209,-0.274083051,-0.12900676
508,1.284114627,-1.618012238,-0.594366455,-0.590160631
509,-0.649059284,0.770011539,0.00600815,0.636954314
510,0.391783068,-0.294137178,0.57721895,0.604320202
511,-0.526539049,0.527512964,1.548079958,0.383511489
512,-0.288080807,0.907415295,-1.354856609,-0.32247035
513,0.967995171,-0.45084955,-0.57751578,-0.276197647
514,-1.143290474,0.71773029,0.212499528,0.611698143
515,0.146234594,-1.292341958,0.478592916,-1.486560244
516,-0.4656199,2.163238659,1.546186083,-0.654400203
517,0.523928058,0.27673387,0.636113657,-0.232856736
518,1.190376047,-0.742470891,-0.662569106,-2.146071951
519,-1.191097994,-0.159066402,-0.434609835,0.353101845
520,0.188533093,-1.627996135,0.933115314,1.385406765
521,1.073832648,0.401244857,-1.184632411,0.509365324
522,0.619493362,-0.518061216,-1.304040317,0.15263149
523,0.75799697,-1.691707473,0.974724359,-0.986591675
524,0.675976318,-0.983894291,0.395384756,1.194970687
525,-0.154866208,-1.36549198,1.545929513,-0.311580071
526,-0.082882928,-0.469569699,0.960451367,-0.397121768
527,-0.86813487,-0.538990848,-0.77385928,0.895640911
528,-0.526225572,-0.51010528,1.177511858,0.713079239
529,-0.404630514,1.496854836,-0.50050068,-1.738397918
530,-0.134707715,0.708685495,-1.528296107,-0.721739077
531,2.401680653,-1.215600887,1.151268703,-0.494436316
532,-3.210602943,-0.592611065,0.724878592,-0.758414958
533,0.63217628,-1.062510788,-0.791471422,-0.408131126
534,-0.310574939,0.295966813,-0.726490607,-0.583990425
535,-0.13515107,0.571019259,0.24712876,-0.586983225
536,-0.627813929,-0.974008257,0.514950198,-0.064100039
537,-0.434850319,0.491796051,0.193914792,0.105292119
538,-1.428378419,0.843003813,0.572978472,-1.917288736
539,0.030779508,1.576517479,-1.67038693,1.251768923
540,-1.118526343,-1.239207266,-0.247828154,1.055386914
541,1.035966861,1.331765973,0.276590102,-0.787258189
542,-1.840926609,0.232343751,-0.112030174,1.688283496
543,0.086813835,-1.009268046,-2.371073039,-0.543752498
544,0.280456664,2.495434047,-0.535553844,0.191259297
545,-1.485904799,1.04054352,1.748752827,0.285441038
546,-0.414003144,-0.230885455,-0.30532867,-0.44803244
547,0.947268802,-0.570902381,-0.94054172,0.373420768
548,-0.079596231,2.020546178,-0.154390325,0.374898032
549,-0.866824047,-0.818401073,0.993591948,-0.129432313
550,0.432697033,-0.803659291,-0.571301272,-1.190973773
551,0.001537057,-1.171185986,-0.976307074,0.379913666
552,0.278488387,-1.653985739,-0.600885498,0.097728018
553,0.292494757,0.779560089,0.388951583,1.334680431
554,-0.692594743,-0.227895183,0.195563731,-0.912130559
555,-0.5209192,2.568564089,-1.269025848,0.222962167
556,0.546066115,1.383624289,-0.261725803,-0.285558417
557,2.172046679,-0.547579906,-0.204609552,0.19271223
558,-0.905550815,-1.548162944,-0.228129935,-0.488531965
559,-0.976715309,0.322169079,-0.964133713,0.190672852
560,-0.085413713,-0.468724503,0.435828784,1.116445113
561,0.008082846,0.359762771,0.019565376,0.121105977
562,-2.006618207,-1.130725962,0.535174257,-1.113544615
563,-0.591258699,0.311075835,0.089626847,-0.730512429
564,1.192248454,1.171099157,-0.567278631,-1.915549416
565,-0.099648694,-0.077755725,-0.840701042,0.117887341
566,-1.287016298,-1.088748613,0.450418696,0.284182964
567,-0.573175866,0.399476352,-1.321346952,0.448947057
568,-0.385604611,2.227409083,-1.99195921,-0.124676679
569,-0.464008654,-0.928685888,-0.303389279,1.575653088
570,0.494346599,1.180737487,0.736552979,0.933154322
571,-0.570708033,0.194046905,-1.09392064,0.289072691
572,-0.1608075,1.078672861,0.067022231,1.086829506
573,0.067172893,0.635196883,-0.110763353,-0.096939803
574,0.224457083,0.408346719,2.380987711,1.118217885
575,0.233942009,0.501606077,-0.719114775,2.055876859
576,-0.531489085,-0.703653171,1.37796475,1.053070569
577,0.126742778,-1.74592798,-1.294428781,0.304707975
578,-0.195205173,0.497418178,1.680262025,0.312258055
579,-0.94511557,-0.902805277,0.023196971,-0.066809414
580,-1.449808945,1.36654017,0.354686923,0.943771333
581,-0.019286347,-0.015431171,0.578427891,0.314734493
582,0.665569957,-1.104791369,1.088090008,0.99519561
583,0.153974106,-0.856289389,0.272236516,-0.45056785
584,0.568191374,-1.52913685,-0.449276324,0.331988205
585,1.790066469,0.812984892,1.315352323,0.687717267
586,-0.600991502,0.142197205,-1.169564359,0.402188966
587,-0.426257797,-0.734179749,-1.369357359,-0.059355845
588,-0.099822149,0.291307572,-0.041652192,-0.783835049
589,-0.8619701,0.524874228,-0.528517352,0.954197526
590,-0.356434861,0.357319988,0.285076987,-0.244623507
591,1.327840822,0.104558362,0.144687575,-0.766661563
592,-0.357946925,-0.349779461,1.544852628,-0.76205279
593,0.242201512,-1.00821781,-1.357829291,0.60504865
594,0.294885123,-0.738703359,-1.751390112,-0.48525438
595,-0.051986132,-2.305997857,1.373886193,0.239485397
596,0.017662415,-0.079227928,1.528845383,-2.15457116
597,0.257995806,-0.868892817,0.522686057,-0.718108105
598,0.062920688,-0.336115099,0.231398858,0.137891725
599,0.229701502,-1.268961584,-1.058442171,-0.115118555
600,1.050513234,0.384326485,-0.806436433,-0.101673032
601,1.309684373,-1.230966813,-0.274975101,0.124437332
602,-0.772147747,0.015378556,-0.744154602,-0.9201171
603,1.938539945,-0.829846224,0.570476558,1.125786863
604,-0.799273802,0.795243209,-1.23069077,-1.07314226
605,1.793625127,0.668530943,0.11585551,0.581233308
606,1.185481897,0.486617748,0.617893038,0.756923851
607,1.453547998,0.526311497,0.860659096,-1.149028361
608,0.687980988,-0.683972397,0.032467781,-0.418577742
609,1.013289355,-0.860583549,-0.480084475,0.397905433
610,0.642426135,0.732207027,-0.765224015,0.05717184
611,-0.841408878,1.473271192,-0.568064358,0.80891193
612,0.174929807,0.50961119,-0.544200009,-0.034445505
613,-0.400227014,-0.735594715,0.629127088,1.461486372
614,-1.084548829,-1.411587796,-0.333691496,-0.54469833
615,0.33575305,1.717492597,-0.628796571,1.024183633
616,-2.28984931,-0.357313428,-0.491069558,0.643019064
617,-0.668707947,-0.795782132,0.210783597,-0.479192905
618,3.043029929,-0.404213916,-1.302831802,-1.204681128
619,-0.478376661,1.117980949,1.013585433,0.006580915
620,-0.611059601,-0.651653701,0.34487132,0.65330225
621,-0.215186526,0.79299608,1.99355723,0.218285609
622,0.338606878,-1.54960398,0.613074531,0.972603164
623,-0.886550714,1.256458234,0.873788252,-0.72728832
624,0.261159284,0.65517653,0.684647683,-0.185466124
625,-0.511730396,-0.64980095,-1.033186108,0.48827462
626,-0.672264105,0.798533735,-0.581041261,-0.33395883
627,-0.163180938,-0.753305804,-0.977578503,0.779476744
628,0.834361297,0.504897961,0.462831714,-0.000793103
629,2.862994114,0.866841112,-1.186596782,-0.11591647
630,0.68104559,0.045158998,0.263825735,0.268629552
631,0.422782614,-0.089260917,-1.583497116,-0.352740073
632,-1.919122774,0.569346669,-1.006954013,-0.619082019
633,0.474204958,-1.57235443,0.120439747,1.177961721
634,0.941892353,0.05805805,-0.335541417,0.360475727
635,-0.926625291,-0.05253486,-1.011019794,0.047378927
636,0.623910482,-0.901944442,0.993074681,-0.285365669
637,0.371923415,-0.426170806,-0.455540429,-0.885435544
638,1.578942783,2.351102257,-0.824440351,1.749393779
639,0.628222271,-0.215182538,0.558085898,-2.344735981
640,-0.784047895,-1.401841568,1.618601588,-1.168759914
641,-1.06992376,-0.296893427,-1.198354398,0.182695919
642,0.75708874,-0.227635361,0.669095768,-0.856202658
643,-0.032861822,2.153101419,-1.046864672,0.400801025
644,0.092976814,-0.811612055,0.009280691,-0.08705844
645,1.753897904,-0.544491256,1.404633822,-0.069442476
646,-0.253022482,-0.807774541,0.002258678,1.004128612
647,0.203964703,-0.68053289,-0.722317396,0.408323714
648,1.459732895,-1.528877227,-2.393629092,1.186019389
649,0.443477314,-0.241158855,-0.599269876,-1.471985731
650,-0.443285478,0.829003125,-1.204321351,-0.464305246
651,-1.519200365,0.574358377,0.041215278,-0.250902305
652,-1.679728151,0.029727835,-1.034582674,0.759985426
653,-0.867089831,-1.28998897,-0.771283928,0.003671899
654,-0.747564883,-2.48351229,-1.126188584,1.387602128
655,-1.437816487,-0.622573392,-0.411715315,-0.914044796
656,0.684848965,-0.14799264,-1.016007595,-0.493275942
657,1.400987395,0.395289787,-0.426564171,1.676631498
658,-1.502273874,0.177279065,-0.369808814,0.357993137
659,0.543736598,0.545145443,1.080630884,-0.820683573
660,-0.129195506,-0.729648963,0.652582036,0.928185132
661,0.017465428,1.780747283,0.511573877,-0.696667787
662,-0.951645211,-0.937622608,-0.727216689,-1.54620566
663,0.494881624,0.475255755,-0.684240592,-1.085087344
664,0.084467529,-0.22796379,0.801673214,-0.403525647
665,-0.023904992,-1.820880288,0.578188476,0.054370748
666,-1.410834155,0.935783418,-0.184683254,-0.358932798
667,0.058896394,0.487272321,0.655729213,0.598299053
668,0.224438583,-0.259382554,0.172717735,0.22748939
669,-0.601076444,1.63082132,-1.079196196,1.351595852
670,-0.194424166,0.066954415,0.889693206,0.499386293
671,-0.354100826,-1.074827754,-1.802562158,0.613544264
672,0.702759303,1.116522484,-0.712243654,-0.670480262
673,1.576173601,1.858385874,1.974361178,0.499288512
674,-0.867737511,-0.017634279,-0.292848863,0.232674296
675,-0.994588259,-0.883780746,-1.951990447,-0.347431478
676,-0.851422852,0.259042116,1.050618593,0.22537451
677,-0.862953073,-0.044310408,1.391167234,0.255138105
678,0.385828257,0.296101006,-0.888768369,-0.442039717
679,0.100120544,-0.685590804,-0.680556112,-0.653271607
680,0.421771495,0.838039785,1.016700803,0.880732592
681,-0.610746933,-0.647042862,-1.610859176,-0.536423781
682,-0.267897613,0.627479018,1.284425831,0.518316051
683,-1.337163274,-0.954382375,1.536732622,-0.978179073
684,-0.010113449,-0.536123658,0.703686489,1.034808872
685,0.392472343,-0.058542181,-0.723666625,0.989689841
686,1.466342795,-0.38557016,0.131904346,0.861691028
687,-0.378588597,0.301335689,0.223724985,0.621748381
688,-1.22897778,-0.653956438,1.798971176,0.337827978
689,0.961224181,1.253318262,0.097549608,-0.621464636
690,-2.23454774,-0.653513012,0.070377734,-0.791899181
691,0.876887661,-0.819647511,1.13580812,-0.801326078
692,-0.882548914,1.19632505,-1.950246934,-0.437839262
693,0.023667501,-1.421988875,-0.110606821,0.123171065
694,-2.000299951,-0.60500917,-0.829728397,-0.405943207
695,0.334570916,-1.144041539,0.683754937,-0.881252239
696,-1.758213892,0.966387884,-0.85891705,-1.322212249
697,0.008364668,-0.97291396,-0.649054898,-0.492358332
698,0.541656945,0.133703197,-0.350735029,0.582130452
699,-0.056302952,-2.703076346,-0.136305273,-0.218440411
700,1.200947632,0.081978597,2.109544366,0.448303957
701,1.512217983,0.307875725,0.39576397,-0.195092574
702,0.871349489,0.208885275,0.122472532,-1.216626621
703,0.012113003,-0.255616082,-0.817652505,-1.058075936
704,0.693520305,0.132933565,0.169935807,-0.432202517
705,1.244728773,-1.091931175,-0.81370589,0.331172245
706,-1.459430694,0.257093645,1.400488668,-0.065753597
707,0.710601611,2.683406484,-0.084289886,0.886916775
708,-0.504970419,-0.270124993,-1.397119433,1.370638886
709,-0.107768255,0.464443784,0.745626828,-0.936158921
710,-1.109310173,-0.113092471,-2.614619651,1.028465437
711,-1.4518198,0.920538953,-1.507003536,0.256306305
712,-1.22845054,0.486888989,1.102841365,-0.628326511
713,-0.665009143,-0.363670484,0.180304981,-1.14766213
714,1.109916101,0.44023312,-0.915429715,1.483784959
715,0.113475609,0.543723415,-0.394228954,-0.620155573
716,-0.583108018,0.502670563,-0.409926173,0.900145448
717,-0.768746764,-1.331174702,0.295285197,-1.119649852
718,-1.214680237,0.210747315,-0.16093308,0.9690283
719,-0.399654204,-0.74816151,-0.539580733,2.129362393
720,0.309464977,0.346621874,1.959577004,-1.781258699
721,-1.105607726,0.219630925,0.16402602,1.151079671
722,-1.024995558,0.928174389,0.24497893,0.41280393
723,-0.642164906,1.824833106,-2.507553706,0.085667364
724,-0.193177014,-0.316147893,-0.10866575,1.930047714
725,-0.184182834,-3.788134735,-1.710290581,1.691772109
726,0.652327661,-0.664838735,0.217456382,1.638765001
727,0.320686904,-0.26210552,-1.459961544,-2.10925442
728,1.016640156,0.54331816,1.027075458,0.30901088
729,0.309832997,-0.478909722,0.554925397,0.54808583
730,-0.430880837,-0.84468724,1.376683977,0.937008043
731,2.509978288,0.780523597,0.112561133,-0.488876564
732,-0.694180083,0.236517493,-0.932225187,-0.248181638
733,-0.614042939,-0.889278062,-1.121018812,0.727593117
734,-0.977957339,0.063404086,-0.041722549,0.999942665
735,0.779800323,-2.246767525,0.396168043,-0.283408085
736,-0.654572636,-0.80009135,-0.714546997,0.071840548
737,0.384743379,1.447882454,-1.406487716,0.5970285
738,0.969242083,-0.65434127,0.863014566,-0.511885747
739,-2.643907937,-0.104892647,0.660359413,2.13996835
740,0.509901992,2.210309776,-1.240546918,1.194688141
741,-1.437815514,1.032797578,-0.994579338,1.052882805
742,1.121434912,0.11048629,-0.855560044,0.793243642
743,0.666581613,0.482528509,-1.396461561,0.76644595
744,-0.181682282,1.46394356,-1.043134612,-0.641825667
745,0.870071518,1.366278381,-0.232785638,-0.881716649
746,-1.034623914,-0.371432579,1.26558115,1.105709216
747,0.269654454,1.300130408,-0.583607712,0.54946161
748,-0.047116686,1.016385684,-1.624855398,0.177061938
749,-0.059147253,-1.334150236,-0.174407792,0.16255318
750,-0.344385872,-0.579465781,-2.349019813,0.183218219
751,-0.05189478,0.936087833,0.26185432,1.698242988
752,0.030104562,0.457590733,0.764755375,0.016001385
753,-0.839145121,-0.228492704,-0.087424222,-0.660918916
754,1.293538709,0.08324108,-2.015392623,-0.404726181
755,-0.556352474,0.24333678,0.301613824,2.641373142
756,0.13614361,0.230044112,0.229295735,0.646735538
757,1.440537113,1.225682109,-0.117030049,-0.224278894
758,1.672853799,0.668377046,-0.45765705,0.172019117
759,-1.429137129,1.941314067,-1.397746443,-1.099755077
760,-1.009409934,-1.088340359,0.7291785,0.031977671
761,-0.242229644,-1.270163874,0.381573819,-0.769795393
762,-0.500451435,-2.305587344,-1.452721286,0.940135337
763,-1.348409426,-0.413034904,-0.524185421,-1.613740409
764,-0.650319559,-1.409650313,-0.68815426,0.539060436
765,1.387739118,0.307699416,0.135008197,1.093323889
766,-0.978339518,1.034402091,-1.675315094,1.429013948
767,0.858347388,0.488795283,-1.513324253,0.358034864
768,0.166264776,1.198597967,0.181540355,1.227298665
769,-0.545371477,0.168080595,0.080224036,0.900515685
770,1.237664302,-0.023726012,-1.748441218,-0.648725987
771,-1.792463029,-1.26604799,0.496243132,-0.013477733
772,0.573955956,1.461876883,0.575391202,0.986041409
773,-0.259336442,0.160923214,0.625874231,-1.212595745
774,-1.029491109,-0.281971278,1.514820829,0.492139809
775,-0.19727741,-0.012625236,-0.485667248,-0.269776156
776,-0.584529893,-0.955999774,-1.578666435,1.896121391
777,0.581913719,0.590751661,0.417169024,-0.08952853
778,-1.108017674,-0.208195589,-0.593810872,-1.321081999
779,-1.174687712,0.087482281,1.021486641,0.621707817
780,-0.444517872,1.662791146,-0.729131071,-0.922719379
781,-0.132528673,-0.729593798,1.650568608,0.685893065
782,-0.70485837,2.116734758,0.380891104,1.028153257
783,0.263596774,1.397492078,-1.924157529,0.469033599
784,1.055192883,-0.799391455,0.322064016,0.083409775
785,-0.628994809,0.648696656,-0.88018542,-0.345077308
786,0.36662124,0.417728784,-1.024063957,-1.733589283
787,-1.385472689,-0.173160357,-0.708970809,0.117008711
788,0.942433023,-1.41447979,-1.028279881,1.138088208
789,-0.579740188,0.014100979,-1.633028319,-1.422263952
790,1.345640219,-0.417156658,-1.346143121,-0.926275859
791,-0.851138629,1.115335935,0.276702967,-0.462909338
792,0.644445652,2.151922143,-2.2516773,-1.241075944
793,-0.16378933,0.577160487,-0.221694891,-1.308301583
794,-1.027746204,0.870652065,-0.267084719,0.810039985
795,0.748279075,-0.01318446,1.436372379,1.659910178
796,0.64754989,0.051799267,-1.072977481,1.168865514
797,-0.18348924,0.444661561,-0.846932444,-0.428025199
798,1.366711453,-0.664709486,-1.557044874,-0.771727031
799,0.070126895,-0.016022063,0.398900188,1.265580035
800,0.254734191,-0.707303145,0.809840419,-0.516768317
801,0.826287546,-1.237682341,0.8008879,1.498519625
802,0.375815091,0.156093715,-1.416789749,-0.301412721
803,0.346636512,1.647186244,2.437121936,0.187134722
804,0.491285303,0.634988725,1.12308212,-0.618783764
805,1.147766375,-0.463295838,1.726602147,-1.550325234
806,1.367679721,-0.236261959,0.114801775,0.379271526
807,-0.219247248,0.07711596,-2.010053809,-0.256021398
808,0.943626183,-0.456500064,0.676334768,-0.372063989
809,1.676842861,0.405574324,1.394917254,-1.199430836
810,0.821485417,-2.236362714,-0.365888497,0.530727406
811,-1.525031157,0.670850764,-0.114138559,-0.911327394
812,-0.521954494,-1.129902258,-0.766762339,-1.01960186
813,0.115707357,0.193199775,0.399853321,0.374892772
814,-0.577335722,-0.131745254,0.312524339,-0.562948242
815,0.644715895,0.85428999,-1.955423618,0.368966259
816,-0.545826104,-0.879223974,0.365398366,1.728915052
817,0.070116969,0.184668185,-0.860964958,1.142430559
818,-1.187971461,0.439236395,0.96886209,0.015108853
819,-1.881287262,-1.421078566,-1.286900914,0.453688248
820,-0.305894015,0.244526699,-0.335769242,-1.738854987
821,0.204430841,2.190730558,-1.093777251,0.07500436
822,0.558520546,0.194601741,-0.781014171,2.225549328
823,2.050875857,-1.307622906,-1.096576267,1.318720851
824,0.003751506,-1.041699188,-0.295813442,-0.811159293
825,0.132862152,1.02854489,-0.347710546,-0.128675152
826,0.228266134,0.725109402,-0.261977187,0.763795991
827,-2.498963862,-0.837084862,0.861315892,1.722335885
828,-0.079120877,0.338464325,-0.678280009,-1.887929867
829,-0.406664989,0.025531673,0.428686532,1.087283391
830,0.276906145,-0.35418534,0.334098997,-1.352604095
831,0.689515967,0.645082938,0.200531596,1.698905261
832,0.853200123,-0.894045496,0.70774438,-0.953926479
833,-0.290781364,0.389579735,-0.519982127,1.941428123
834,0.558007848,-0.230639414,-0.650382938,1.093586801
835,1.859569536,1.203512813,0.009341107,-0.644414045
836,0.6928228,-0.684562629,0.200966201,-0.389262331
837,-0.126107497,0.294402558,-0.847565223,-1.094004328
838,0.63989037,-1.369860014,-0.233470806,-0.911760781
839,-0.31288634,0.531012852,-0.788480834,1.347638161
840,0.780722832,-1.237193778,-1.279425671,1.345703836
841,0.430296104,0.312723352,0.188063929,0.789144992
842,0.186201137,-0.119979791,-0.267152765,0.812632439
843,-2.179258584,-2.09877903,0.530307742,0.843650691
844,0.067401336,-0.152093797,-1.089699177,-0.191300013
845,0.321127571,-0.095448827,-0.010094082,-1.147706841
846,-1.090043937,-0.075574869,0.483899366,0.949118289
847,1.363784803,0.488165404,-1.430232425,1.356875072
848,0.915707162,0.333258385,0.134412591,-1.128889499
849,-0.123053524,0.514128053,0.632895731,-0.068288452
850,-1.990606839,-0.228450908,-2.1363146,-1.057489133
851,0.677390369,1.934949909,1.575240714,1.300762098
852,-0.567885169,0.141693669,-0.107990902,-0.642139134
853,0.117452568,-0.758775266,-0.05819377,-0.232158712
854,-0.245640756,0.765053334,-1.307073143,-2.004231963
855,-1.593768782,-0.933180884,0.840871599,0.20949708
856,-0.671514429,-2.49632067,0.50347553,0.631155316
857,0.834107916,0.860159609,0.230651033,0.148248652
858,-0.880870377,1.33716523,-0.96972089,-2.02808073
859,0.035686901,0.081156735,-0.4099354,-0.504157387
860,0.477177509,-1.272869076,1.861660924,-0.473223618
861,-0.015105109,0.087762361,-1.356951795,-0.416229507
862,-0.023248806,-0.230935024,-1.081869126,0.294537511
863,-0.799034601,-0.344136376,1.18978062,-0.006309296
864,-0.244580275,0.581167365,-0.60043981,-0.09591196
865,-0.73782155,-1.238014216,-0.520503647,-0.777828143
866,-0.562889126,-1.390247567,-1.458496526,-1.488699283
867,-1.139632353,-0.031816556,-0.093611221,1.236403346
868,-0.155142532,-2.024912426,1.260386996,1.168874834
869,-0.526858112,1.708779196,-0.510379566,1.236610389
870,-1.92095405,-0.239934499,-0.264408313,-1.700947253
871,0.886511548,2.561280031,0.995159308,-1.176075485
872,0.21304497,-1.508151703,0.427837861,-0.733350546
873,0.761378779,-0.125728423,0.736399366,-1.573989012
874,1.493147482,-0.890581189,-1.009531068,-0.703659235
875,-0.441684555,2.121188012,-0.162419886,1.887857167
876,1.223299736,1.106056198,0.160156223,-0.219523854
877,1.31502767,-0.945365175,0.242926882,0.095918805
878,0.683497472,0.142684467,-0.859255311,-0.163163211
879,-0.97977239,-0.59386988,-1.931184573,0.586099663
880,0.737032608,0.008497804,-0.663886922,-0.507482007
881,-1.630441243,-0.478577549,-1.67710994,-0.371991976
882,-0.364326378,-0.606281314,-0.852737683,-0.241368512
883,1.911062527,0.881947588,0.533303998,0.416143225
884,0.118513669,-0.44636146,-0.175566352,-0.596335747
885,-1.278805692,0.686718439,0.154161134,-0.440522689
886,2.134376953,1.133012404,0.656225898,-0.078927227
887,1.062071011,0.270756671,-1.239253667,-1.672036197
888,0.131880258,0.973310021,-0.834280253,0.323122021
889,-0.723419896,-1.531345165,-1.203814903,0.547664315
890,1.411628123,0.485091178,-0.133286279,-1.285956926
891,0.76432813,-0.403505951,0.445663,0.95751018
892,1.661026367,-0.484019626,-1.34520608,-0.12980922
893,0.71458079,-1.199748961,-0.714733206,2.004860018
894,-0.149734974,1.224940175,-1.747944087,1.658024661
895,1.419508655,-2.215788912,-0.528253789,0.381872666
896,0.336834863,-0.155607877,1.885172757,-1.769844887
897,-1.406793011,-1.126808412,1.294055176,-1.435073911
898,2.872985058,0.922987331,0.81646044,1.150424784
899,0.843861562,0.74949399,0.336317286,-1.241842123
900,-0.213898718,0.514580005,0.606678366,-1.181618633
901,-0.046579994,-2.349750536,-0.453487381,-0.080670782
902,-1.143711054,-0.40130747,-0.646493625,-1.139748218
903,0.032243136,-0.603285172,0.768464528,2.044329489
904,-1.247518499,-0.362003467,0.161746278,-0.332694726
905,-1.936276669,-0.155145138,-0.891725665,1.14277185
906,0.425426846,2.476399675,1.891882416,-2.381844265
907,-0.274559074,0.808626982,-0.322461767,-0.097540134
908,0.104334726,0.019308896,0.044427053,-0.708020119
909,1.148870473,0.152343132,-0.665610695,0.563148711
910,0.837518037,-0.424986657,0.511977655,0.359232066
911,-0.984007282,-0.84777189,-1.636972047,0.015699033
912,1.562402239,-0.086295322,0.55293347,-1.924010478
913,-1.30130401,-0.28431307,-0.23811587,1.919607868
914,1.236501417,-0.09599602,0.70521922,-0.194945615
915,1.257707169,-1.132608726,0.476416002,0.450933087
916,1.719394843,-0.9022391,0.674501868,1.865404669
917,0.056076193,-1.482406079,-0.260352879,0.844498031
918,2.11721097,-0.320602694,0.754366538,1.089797942
919,0.581389853,-0.027104406,-0.727788563,3.066499084
920,-0.907109003,0.370098353,0.924076412,0.142403018
921,-1.770790796,0.530800949,-0.019963218,-0.421310662
922,-1.920757778,-0.016550537,-0.051405124,-0.406273026
923,0.861307413,-1.428414666,-0.944988241,-0.354150887
924,0.365857091,-1.192415787,-0.345436136,-0.056822051
925,0.529356132,0.269602664,1.756979181,1.895283405
926,0.364713956,0.556388642,0.24545438,1.587518485
927,-2.391888696,0.278546651,-1.77734779,-1.600900483
928,1.349797655,-0.013383042,0.908740588,-0.1836374
929,0.993622076,-0.832414251,2.399713534,0.077289574
930,-0.547946566,0.193960933,-0.323821298,-0.786825158
931,1.153938258,0.183201401,0.161787992,-1.251418173
932,0.456996466,0.188073387,-0.425024132,0.455106486
933,-0.052218374,-1.296191794,0.37136505,-0.002902033
934,-0.230601174,-1.466746329,0.57100901,-0.43926123
935,0.16218785,2.158165747,-1.20411184,-0.395414981
936,0.952134112,0.05982267,0.091865996,0.565323965
937,-1.555817867,0.327007129,-2.474612487,0.091936946
938,0.19988836,-0.571140526,2.146626071,1.851521682
939,-0.9955424,-0.386843078,-0.000100887,-0.335130435
940,0.263757813,-0.195575783,-0.843360351,0.002743646
941,0.031067816,-1.852902961,0.648482742,0.465474575
942,0.921734844,0.445064262,0.16726905,0.297400549
943,-0.031879318,1.525032159,0.31652487,-1.623564543
944,-0.872080834,0.145851631,0.659664853,-0.825242176
945,1.515764313,-1.095692985,-0.256296713,-0.11086989
946,2.004899553,0.23260681,-1.351428896,0.170720119
947,0.763564912,-1.047527296,1.279408797,-1.981614044
948,-1.060097028,-0.331706254,1.392413869,0.578160504
949,1.018037013,-0.292563268,-0.582841484,1.022424499
950,-0.452618956,-0.15043366,0.708176004,-0.947538947
951,0.105652586,-1.037781351,-0.548707545,-0.772628587
952,0.178672478,0.091244726,-1.366149509,1.208915698
953,-0.938886014,-0.904959874,1.330162812,0.835621245
954,0.480908713,-0.24127323,1.790671248,-0.761033841
955,-0.129569842,-0.785669913,-1.131654984,-0.664738838
956,0.056850726,0.093156027,-0.488862527,1.43735793
957,-0.05982508,0.232484904,-0.960675861,-1.035191465
958,0.774187513,-1.245408914,0.962506061,-2.129827157
959,0.403587936,0.629041259,-1.816982276,1.752247884
960,-0.504375764,-2.322887631,0.341927037,-1.063476026
961,0.817065798,-1.006922551,-0.82737227,-1.276903092
962,0.894116758,0.308027676,-1.224391507,0.261213652
963,-1.581199026,-0.972168222,-1.322488135,-0.168816729
964,1.183293289,0.103523517,-0.400990483,-0.531453812
965,-0.208609221,-0.333753685,-1.455171824,0.749872855
966,1.418003186,-0.572006991,1.94844977,0.879645797
967,0.389016193,0.312925626,-0.262643864,0.521946026
968,-0.515974847,1.504469834,1.614322427,0.126792639
969,1.150116309,-2.080636537,0.987331025,0.666793347
970,1.548047898,1.033716251,-0.441521991,1.048573468
971,0.824457953,0.005968558,0.29777814,-0.83775782
972,-0.268009406,-0.570010232,1.930603346,-0.625215262
973,0.846720285,-0.080270867,1.261871365,1.220827386
974,0.122405858,0.765183289,0.070283656,0.404228877
975,-0.480838754,1.478995291,-0.504812144,0.546084404
976,-0.458761424,0.957064204,-0.439813111,-0.086602163
977,1.262542411,0.140807295,1.885443502,0.490072344
978,-0.435909841,0.866213944,1.494539352,-0.368539642
979,-0.360876049,1.153910709,-0.901946382,-0.295875189
980,0.538230732,-0.922997333,0.612784837,-0.2524575
981,-0.11632829,-1.030317562,0.521620035,0.545979451
982,-1.503945316,-1.192046128,-0.765272645,0.799845937
983,0.376117085,1.2209279,-1.706506047,0.51983062
984,-1.868673407,-0.859799786,-0.813205862,-1.767315721
985,-1.73038624,-0.752335556,0.412112225,-1.25679
986,-0.242120281,1.544309747,1.390004613,-0.232296483
987,-3.364250008,-0.468513629,-0.064790384,0.403520052
988,-1.207590489,-1.627176883,-0.046594977,-0.03888838
989,0.132561449,0.309980893,-1.741260882,0.071768003
990,1.358877143,0.435870885,0.754501254,0.564960536
991,-1.031284859,-0.319887538,0.029490411,-2.050264566
992,0.282616044,0.458282579,0.21651002,0.148243718
993,-1.098292775,1.709072986,0.176758075,-1.440824276
994,-1.185294212,0.167379184,0.578166736,-1.90273872
995,0.080014303,2.321002571,-0.569001973,-1.463559907
