tau,e(s),z(t)=z(s)+e(s),z(t)-z(s)=e(s)
663,0.494881624,12.46558641,0.494881624
664,0.084467529,12.96046803,0.084467529
665,-0.023904992,13.04493556,-0.023904992
666,-1.410834155,13.02103057,-1.410834155
667,0.058896394,11.61019641,0.058896394
668,0.224438583,11.66909281,0.224438583
669,-0.601076444,11.89353139,-0.601076444
670,-0.194424166,11.29245495,-0.194424166
671,-0.354100826,11.09803078,-0.354100826
672,0.702759303,10.74392995,0.702759303
673,1.576173601,11.44668926,1.576173601
674,-0.867737511,13.02286286,-0.867737511
675,-0.994588259,12.15512535,-0.994588259
676,-0.851422852,11.16053709,-0.851422852
677,-0.862953073,10.30911424,-0.862953073
678,0.385828257,9.446161162,0.385828257
679,0.100120544,9.831989419,0.100120544
680,0.421771495,9.932109963,0.421771495
681,-0.610746933,10.35388146,-0.610746933
682,-0.267897613,9.743134525,-0.267897613
683,-1.337163274,9.475236912,-1.337163274
684,-0.010113449,8.138073638,-0.010113449
685,0.392472343,8.127960189,0.392472343
686,1.466342795,8.520432532,1.466342795
687,-0.378588597,9.986775327,-0.378588597
688,-1.22897778,9.60818673,-1.22897778
689,0.961224181,8.37920895,0.961224181
690,-2.23454774,9.340433131,-2.23454774
691,0.876887661,7.105885391,0.876887661
692,-0.882548914,7.982773052,-0.882548914
693,0.023667501,7.100224138,0.023667501
694,-2.000299951,7.123891639,-2.000299951
695,0.334570916,5.123591688,0.334570916
696,-1.758213892,5.458162604,-1.758213892
697,0.008364668,3.699948712,0.008364668
698,0.541656945,3.70831338,0.541656945
699,-0.056302952,4.249970325,-0.056302952
700,1.200947632,4.193667373,1.200947632
701,1.512217983,5.394615005,1.512217983
702,0.871349489,6.906832988,0.871349489
703,0.012113003,7.778182477,0.012113003
704,0.693520305,7.79029548,0.693520305
705,1.244728773,8.483815785,1.244728773
706,-1.459430694,9.728544558,-1.459430694
707,0.710601611,8.269113864,0.710601611
708,-0.504970419,8.979715475,-0.504970419
709,-0.107768255,8.474745056,-0.107768255
710,-1.109310173,8.366976801,-1.109310173
711,-1.4518198,7.257666628,-1.4518198
712,-1.22845054,5.805846828,-1.22845054
713,-0.665009143,4.577396288,-0.665009143
714,1.109916101,3.912387145,1.109916101
715,0.113475609,5.022303246,0.113475609
716,-0.583108018,5.135778855,-0.583108018
717,-0.768746764,4.552670837,-0.768746764
718,-1.214680237,3.783924073,-1.214680237
719,-0.399654204,2.569243836,-0.399654204
720,0.309464977,2.169589632,0.309464977
721,-1.105607726,2.479054609,-1.105607726
722,-1.024995558,1.373446883,-1.024995558
723,-0.642164906,0.348451325,-0.642164906
724,-0.193177014,-0.293713581,-0.193177014
725,-0.184182834,-0.486890595,-0.184182834
726,0.652327661,-0.671073429,0.652327661
727,0.320686904,-0.018745768,0.320686904
728,1.016640156,0.301941136,1.016640156
729,0.309832997,1.318581292,0.309832997
730,-0.430880837,1.628414289,-0.430880837
731,2.509978288,1.197533452,2.509978288
732,-0.694180083,3.70751174,-0.694180083
733,-0.614042939,3.013331657,-0.614042939
734,-0.977957339,2.399288718,-0.977957339
735,0.779800323,1.421331379,0.779800323
736,-0.654572636,2.201131702,-0.654572636
737,0.384743379,1.546559066,0.384743379
738,0.969242083,1.931302445,0.969242083
739,-2.643907937,2.900544528,-2.643907937
740,0.509901992,0.256636591,0.509901992
741,-1.437815514,0.766538583,-1.437815514
742,1.121434912,-0.671276931,1.121434912
743,0.666581613,0.450157981,0.666581613
744,-0.181682282,1.116739594,-0.181682282
745,0.870071518,0.935057312,0.870071518
746,-1.034623914,1.80512883,-1.034623914
747,0.269654454,0.770504916,0.269654454
748,-0.047116686,1.04015937,-0.047116686
749,-0.059147253,0.993042684,-0.059147253
750,-0.344385872,0.933895431,-0.344385872
751,-0.05189478,0.589509559,-0.05189478
752,0.030104562,0.537614779,0.030104562
753,-0.839145121,0.567719341,-0.839145121
754,1.293538709,-0.27142578,1.293538709
755,-0.556352474,1.022112929,-0.556352474
756,0.13614361,0.465760455,0.13614361
757,1.440537113,0.601904065,1.440537113
758,1.672853799,2.042441178,1.672853799
759,-1.429137129,3.715294977,-1.429137129
760,-1.009409934,2.286157848,-1.009409934
761,-0.242229644,1.276747914,-0.242229644
762,-0.500451435,1.03451827,-0.500451435
763,-1.348409426,0.534066835,-1.348409426
764,-0.650319559,-0.814342591,-0.650319559
765,1.387739118,-1.46466215,1.387739118
766,-0.978339518,-0.076923032,-0.978339518
767,0.858347388,-1.05526255,0.858347388
768,0.166264776,-0.196915162,0.166264776
769,-0.545371477,-0.030650386,-0.545371477
770,1.237664302,-0.576021863,1.237664302
771,-1.792463029,0.661642439,-1.792463029
772,0.573955956,-1.13082059,0.573955956
773,-0.259336442,-0.556864634,-0.259336442
774,-1.029491109,-0.816201076,-1.029491109
775,-0.19727741,-1.845692185,-0.19727741
776,-0.584529893,-2.042969595,-0.584529893
777,0.581913719,-2.627499488,0.581913719
778,-1.108017674,-2.045585769,-1.108017674
779,-1.174687712,-3.153603443,-1.174687712
780,-0.444517872,-4.328291155,-0.444517872
781,-0.132528673,-4.772809027,-0.132528673
782,-0.70485837,-4.9053377,-0.70485837
783,0.263596774,-5.61019607,0.263596774
784,1.055192883,-5.346599296,1.055192883
785,-0.628994809,-4.291406413,-0.628994809
786,0.36662124,-4.920401222,0.36662124
787,-1.385472689,-4.553779982,-1.385472689
788,0.942433023,-5.939252671,0.942433023
789,-0.579740188,-4.996819648,-0.579740188
790,1.345640219,-5.576559836,1.345640219
791,-0.851138629,-4.230919617,-0.851138629
792,0.644445652,-5.082058246,0.644445652
793,-0.16378933,-4.437612594,-0.16378933
794,-1.027746204,-4.601401924,-1.027746204
795,0.748279075,-5.629148128,0.748279075
796,0.64754989,-4.880869053,0.64754989
797,-0.18348924,-4.233319163,-0.18348924
798,1.366711453,-4.416808403,1.366711453
799,0.070126895,-3.05009695,0.070126895
800,0.254734191,-2.979970055,0.254734191
801,0.826287546,-2.725235864,0.826287546
802,0.375815091,-1.898948318,0.375815091
803,0.346636512,-1.523133227,0.346636512
804,0.491285303,-1.176496715,0.491285303
805,1.147766375,-0.685211412,1.147766375
806,1.367679721,0.462554963,1.367679721
807,-0.219247248,1.830234684,-0.219247248
808,0.943626183,1.610987436,0.943626183
809,1.676842861,2.554613619,1.676842861
810,0.821485417,4.23145648,0.821485417
811,-1.525031157,5.052941897,-1.525031157
812,-0.521954494,3.52791074,-0.521954494
813,0.115707357,3.005956246,0.115707357
814,-0.577335722,3.121663603,-0.577335722
815,0.644715895,2.544327881,0.644715895
816,-0.545826104,3.189043776,-0.545826104
817,0.070116969,2.643217672,0.070116969
818,-1.187971461,2.713334641,-1.187971461
819,-1.881287262,1.52536318,-1.881287262
820,-0.305894015,-0.355924082,-0.305894015
821,0.204430841,-0.661818097,0.204430841
822,0.558520546,-0.457387256,0.558520546
823,2.050875857,0.10113329,2.050875857
824,0.003751506,2.152009147,0.003751506
825,0.132862152,2.155760653,0.132862152
826,0.228266134,2.288622805,0.228266134
827,-2.498963862,2.516888939,-2.498963862
828,-0.079120877,0.017925077,-0.079120877
829,-0.406664989,-0.0611958,-0.406664989
830,0.276906145,-0.467860789,0.276906145
831,0.689515967,-0.190954644,0.689515967
832,0.853200123,0.498561323,0.853200123
833,-0.290781364,1.351761446,-0.290781364
834,0.558007848,1.060980082,0.558007848
835,1.859569536,1.61898793,1.859569536
836,0.6928228,3.478557466,0.6928228
837,-0.126107497,4.171380266,-0.126107497
838,0.63989037,4.045272769,0.63989037
839,-0.31288634,4.685163139,-0.31288634
840,0.780722832,4.372276799,0.780722832
841,0.430296104,5.152999631,0.430296104
842,0.186201137,5.583295735,0.186201137
843,-2.179258584,5.769496872,-2.179258584
844,0.067401336,3.590238288,0.067401336
845,0.321127571,3.657639624,0.321127571
846,-1.090043937,3.978767195,-1.090043937
847,1.363784803,2.888723258,1.363784803
848,0.915707162,4.252508061,0.915707162
849,-0.123053524,5.168215223,-0.123053524
850,-1.990606839,5.045161699,-1.990606839
851,0.677390369,3.05455486,0.677390369
852,-0.567885169,3.731945229,-0.567885169
853,0.117452568,3.16406006,0.117452568
854,-0.245640756,3.281512628,-0.245640756
855,-1.593768782,3.035871872,-1.593768782
856,-0.671514429,1.44210309,-0.671514429
857,0.834107916,0.770588661,0.834107916
858,-0.880870377,1.604696577,-0.880870377
859,0.035686901,0.7238262,0.035686901
860,0.477177509,0.759513101,0.477177509
861,-0.015105109,1.23669061,-0.015105109
862,-0.023248806,1.221585501,-0.023248806
863,-0.799034601,1.198336695,-0.799034601
864,-0.244580275,0.399302094,-0.244580275
865,-0.73782155,0.154721819,-0.73782155
866,-0.562889126,-0.583099731,-0.562889126
867,-1.139632353,-1.145988857,-1.139632353
868,-0.155142532,-2.28562121,-0.155142532
869,-0.526858112,-2.440763742,-0.526858112
870,-1.92095405,-2.967621854,-1.92095405
871,0.886511548,-4.888575904,0.886511548
872,0.21304497,-4.002064356,0.21304497
873,0.761378779,-3.789019386,0.761378779
874,1.493147482,-3.027640607,1.493147482
875,-0.441684555,-1.534493125,-0.441684555
876,1.223299736,-1.97617768,1.223299736
877,1.31502767,-0.752877944,1.31502767
878,0.683497472,0.562149726,0.683497472
879,-0.97977239,1.245647198,-0.97977239
880,0.737032608,0.265874808,0.737032608
881,-1.630441243,1.002907416,-1.630441243
882,-0.364326378,-0.627533827,-0.364326378
883,1.911062527,-0.991860205,1.911062527
884,0.118513669,0.919202322,0.118513669
885,-1.278805692,1.037715991,-1.278805692
886,2.134376953,-0.241089701,2.134376953
887,1.062071011,1.893287252,1.062071011
888,0.131880258,2.955358263,0.131880258
889,-0.723419896,3.087238521,-0.723419896
890,1.411628123,2.363818625,1.411628123
891,0.76432813,3.775446748,0.76432813
892,1.661026367,4.539774878,1.661026367
893,0.71458079,6.200801245,0.71458079
894,-0.149734974,6.915382035,-0.149734974
895,1.419508655,6.765647061,1.419508655
896,0.336834863,8.185155716,0.336834863
897,-1.406793011,8.521990579,-1.406793011
898,2.872985058,7.115197568,2.872985058
899,0.843861562,9.988182626,0.843861562
900,-0.213898718,10.83204419,-0.213898718
901,-0.046579994,10.61814547,-0.046579994
902,-1.143711054,10.57156548,-1.143711054
903,0.032243136,9.427854422,0.032243136
904,-1.247518499,9.460097558,-1.247518499
905,-1.936276669,8.212579059,-1.936276669
906,0.425426846,6.27630239,0.425426846
907,-0.274559074,6.701729236,-0.274559074
908,0.104334726,6.427170162,0.104334726
909,1.148870473,6.531504888,1.148870473
910,0.837518037,7.680375361,0.837518037
911,-0.984007282,8.517893398,-0.984007282
912,1.562402239,7.533886116,1.562402239
913,-1.30130401,9.096288355,-1.30130401
914,1.236501417,7.794984345,1.236501417
915,1.257707169,9.031485762,1.257707169
916,1.719394843,10.28919293,1.719394843
917,0.056076193,12.00858777,0.056076193
918,2.11721097,12.06466397,2.11721097
919,0.581389853,14.18187494,0.581389853
920,-0.907109003,14.76326479,-0.907109003
921,-1.770790796,13.85615579,-1.770790796
922,-1.920757778,12.08536499,-1.920757778
923,0.861307413,10.16460721,0.861307413
924,0.365857091,11.02591463,0.365857091
925,0.529356132,11.39177172,0.529356132
926,0.364713956,11.92112785,0.364713956
927,-2.391888696,12.28584181,-2.391888696
928,1.349797655,9.893953109,1.349797655
929,0.993622076,11.24375076,0.993622076
930,-0.547946566,12.23737284,-0.547946566
931,1.153938258,11.68942627,1.153938258
932,0.456996466,12.84336453,0.456996466
933,-0.052218374,13.300361,-0.052218374
934,-0.230601174,13.24814262,-0.230601174
935,0.16218785,13.01754145,0.16218785
936,0.952134112,13.1797293,0.952134112
937,-1.555817867,14.13186341,-1.555817867
938,0.19988836,12.57604555,0.19988836
939,-0.9955424,12.77593391,-0.9955424
940,0.263757813,11.78039151,0.263757813
941,0.031067816,12.04414932,0.031067816
942,0.921734844,12.07521713,0.921734844
943,-0.031879318,12.99695198,-0.031879318
944,-0.872080834,12.96507266,-0.872080834
945,1.515764313,12.09299183,1.515764313
946,2.004899553,13.60875614,2.004899553
947,0.763564912,15.61365569,0.763564912
948,-1.060097028,16.3772206,-1.060097028
949,1.018037013,15.31712358,1.018037013
950,-0.452618956,16.33516059,-0.452618956
951,0.105652586,15.88254163,0.105652586
952,0.178672478,15.98819422,0.178672478
953,-0.938886014,16.1668667,-0.938886014
954,0.480908713,15.22798068,0.480908713
955,-0.129569842,15.7088894,-0.129569842
956,0.056850726,15.57931955,0.056850726
957,-0.05982508,15.63617028,-0.05982508
958,0.774187513,15.5763452,0.774187513
959,0.403587936,16.35053271,0.403587936
960,-0.504375764,16.75412065,-0.504375764
961,0.817065798,16.24974489,0.817065798
962,0.894116758,17.06681068,0.894116758
963,-1.581199026,17.96092744,-1.581199026
964,1.183293289,16.37972842,1.183293289
965,-0.208609221,17.5630217,-0.208609221
966,1.418003186,17.35441248,1.418003186
967,0.389016193,18.77241567,0.389016193
968,-0.515974847,19.16143186,-0.515974847
969,1.150116309,18.64545702,1.150116309
970,1.548047898,19.79557332,1.548047898
971,0.824457953,21.34362122,0.824457953
972,-0.268009406,22.16807918,-0.268009406
973,0.846720285,21.90006977,0.846720285
974,0.122405858,22.74679005,0.122405858
975,-0.480838754,22.86919591,-0.480838754
976,-0.458761424,22.38835716,-0.458761424
977,1.262542411,21.92959573,1.262542411
978,-0.435909841,23.19213815,-0.435909841
979,-0.360876049,22.7562283,-0.360876049
980,0.538230732,22.39535226,0.538230732
981,-0.11632829,22.93358299,-0.11632829
982,-1.503945316,22.8172547,-1.503945316
983,0.376117085,21.31330938,0.376117085
984,-1.868673407,21.68942647,-1.868673407
985,-1.73038624,19.82075306,-1.73038624
986,-0.242120281,18.09036682,-0.242120281
987,-3.364250008,17.84824654,-3.364250008
988,-1.207590489,14.48399653,-1.207590489
989,0.132561449,13.27640604,0.132561449
990,1.358877143,13.40896749,1.358877143
991,-1.031284859,14.76784463,-1.031284859
992,0.282616044,13.73655977,0.282616044
993,-1.098292775,14.01917582,-1.098292775
994,-1.185294212,12.92088304,-1.185294212
995,0.080014303,11.73558883,0.080014303
996,0.558465672,11.81560313,0.558465672
997,2.532692982,12.37406881,2.532692982
998,-1.190771561,14.90676179,-1.190771561
999,0.039665082,13.71599023,0.039665082
1000,,13.75565531,
