Day in 2023,Sea Level,Water Temperature,Air Temperature,Barometric Pressure
67.41666667,1.492,23,21.9,1012.5
67.45833333,1.654,23.1,20.8,1013.3
67.5,1.687,23,20.1,1013.8
67.54166667,1.576,23,20,1013.8
67.58333333,1.341,22.9,19.5,1013.8
67.625,1.063,23,18.8,1013.9
67.66666667,0.818,22.9,18.4,1013.9
67.70833333,0.664,22.9,18.4,1013.8
67.75,0.64,22.9,18.8,1014
67.79166667,0.757,22.9,18.8,1014.3
67.83333333,0.987,23,18.5,1015.2
67.875,1.273,22.8,19.5,1015.7
67.91666667,1.543,22.8,21.9,1016.2
67.95833333,1.718,22.8,22.1,1016.4
68,1.769,22.8,21.6,1016.4
68.04166667,1.661,22.9,22.3,1016
68.08333333,1.425,23.2,22.7,1015.3
68.125,1.121,23.2,23.5,1014.7
68.16666667,0.835,23.2,23.6,1014
68.20833333,0.638,23.3,23.7,1013.5
68.25,0.563,23.6,23.7,1013.1
68.29166667,0.636,23.6,23.5,1013.1
68.33333333,0.845,23.7,23.6,1013.4
68.375,1.122,23.7,23.5,1013.9
68.41666667,1.403,23.6,23.4,1014.3
68.45833333,1.614,23.5,23.2,1014.6
68.5,1.72,23.2,22.8,1014.4
68.54166667,1.693,23.4,22.7,1014.1
68.58333333,1.523,23.4,22.7,1013.6
68.625,1.255,23.4,22.6,1013.8
68.66666667,0.986,23.3,22.3,1012.6
68.70833333,0.776,23.2,22,1011.8
68.75,0.661,23.2,21.6,1011.8
68.79166667,0.686,23.2,20.6,1011.9
68.83333333,0.838,23.1,21.2,1012.3
68.875,1.08,23.1,21.3,1012.5
68.91666667,1.356,23.1,22.8,1012.6
68.95833333,1.572,23,22.7,1012.6
69,1.697,23,23.6,1012
69.04166667,1.696,23,23.6,1011.1
69.08333333,1.556,23.1,24.2,1010.3
69.125,1.308,23.1,24.3,1009.7
69.16666667,1.024,23.4,24.2,1009.5
69.20833333,0.788,23.9,24,1009
69.25,0.65,23.8,23.9,1008.8
69.29166667,0.64,23.7,24.1,1009.3
69.33333333,0.761,23.8,24,1009.5
69.375,0.998,23.7,23.9,1009.9
69.41666667,1.274,23.3,24.2,1010.6
69.45833333,1.524,23.1,23.6,1011
69.5,1.689,23.1,23,1010.9
69.54166667,1.749,23,22.6,1010.8
69.58333333,1.668,23,22.4,1010.7
69.625,1.465,23,22.3,1010.4
69.66666667,1.202,23.1,22.1,1009.9
69.70833333,0.958,23,22,1009.6
69.75,0.776,23.1,22,1009.6
69.79166667,0.709,23.1,21.8,1009.8
69.83333333,0.758,23.1,21.7,1010.2
69.875,0.92,22.9,22,1010.5
69.91666667,1.148,23,22.7,1010.5
69.95833333,1.375,23,23.1,1010.9
70,1.54,22.9,22.9,1011.1
70.04166667,1.608,22.9,23.3,1011
70.08333333,1.556,22.8,24.6,1010.7
70.125,1.384,22.9,24.1,1010.5
70.16666667,1.149,22.9,24.8,1010.4
70.20833333,0.925,23,23.8,1010.1
70.25,0.759,23,23.5,1010.4
70.29166667,0.687,23,23.4,1010.5
70.33333333,0.729,23,23.3,1011.7
70.375,0.892,23,23.2,1012
70.41666667,1.135,23.3,23.1,1012.8
70.45833333,1.379,23.6,23.1,1013.2
70.5,1.584,23.7,23.1,1013.2
70.54166667,1.704,23.6,19.3,1013.9
70.58333333,1.707,23.8,21.1,1013.7
70.625,1.597,23.8,21.7,1013.7
70.66666667,1.378,23.5,19.6,1013.8
70.70833333,1.121,23.6,19.4,1014.3
70.75,0.892,23.6,19.7,1014.3
70.79166667,0.747,23.5,20.7,1014.5
70.83333333,0.692,23.5,20.7,1015.2
70.875,0.744,23.4,20.7,1015.7
70.91666667,0.881,23.6,18.9,1016.6
70.95833333,1.066,23.7,19.2,1016.8
71,1.241,23.8,18.8,1017.1
71.04166667,1.363,23.8,21.2,1016.9
71.08333333,1.404,23.9,22.1,1016.8
71.125,1.335,23.9,22.8,1016.5
71.16666667,1.167,23.9,22.7,1016.6
71.20833333,0.971,23.9,22.7,1016.1
71.25,0.799,23.9,22.5,1016.2
71.29166667,0.686,23.9,22.8,1016.2
71.33333333,0.662,24,22.8,1016.5
71.375,0.759,23.9,22.8,1016.7
71.41666667,0.943,23.9,22.9,1017.5
71.45833333,1.161,23.9,23,1017.7
71.5,1.385,23.9,22.8,1017.6
71.54166667,1.562,23.9,22.9,1017.5
71.58333333,1.657,24,22.7,1017.2
71.625,1.632,24,22.7,1017.1
71.66666667,1.492,24,20.4,1016.6
71.70833333,1.279,23.9,20.1,1016.5
71.75,1.048,23.7,19.5,1016.3
71.79166667,0.842,24,20.1,1016.2
71.83333333,0.692,23.8,19.9,1017
71.875,0.629,23.9,20.4,1017.6
71.91666667,0.667,23.6,18.7,1017.7
71.95833333,0.787,23.6,18.4,1017.9
72,0.936,23.7,18.4,1017.9
72.04166667,1.079,23.6,19.6,1017.4
72.08333333,1.2,23.6,19.6,1017.2
72.125,1.238,23.7,21.8,1016.4
72.16666667,1.178,23.6,22.1,1015.7
72.20833333,1.056,23.7,21.6,1015.3
72.25,0.914,23.6,21.8,1015.4
72.29166667,0.782,23.5,22.2,1015.1
72.33333333,0.695,23.6,22.3,1015.2
72.375,0.694,23.7,21.5,1015.3
72.41666667,0.781,23.7,21.2,1015.7
72.45833333,0.938,23.7,20.8,1015.7
72.5,1.134,23.7,20.6,1015.3
72.54166667,1.343,23.8,20.3,1014.3
72.58333333,1.505,23.8,19.8,1013.9
72.625,1.585,23.8,19.9,1013.6
72.66666667,1.563,23.7,19.5,1013.2
72.70833333,1.456,23.7,19.3,1012.3
72.75,1.271,23.8,18.8,1012.4
72.79166667,1.063,23.7,19.1,1012.3
72.83333333,0.867,23.7,18.8,1012.5
72.875,0.706,23.6,19.4,1012.8
72.91666667,0.629,23.6,21.7,1013
72.95833333,0.64,23.7,22.6,1012.7
73,0.722,23.7,22.4,1012.3
73.04166667,0.844,23.8,22.7,1011.9
73.08333333,0.993,23.8,23.1,1011
73.125,1.11,23.8,23.1,1010.5
73.16666667,1.158,23.8,23.3,1010.2
73.20833333,1.134,23.9,23.6,1009.9
73.25,1.056,23.9,23.7,1009.8
73.29166667,0.944,24,23.8,1009.9
73.33333333,0.839,23.9,23.6,1010
73.375,0.766,24,23.4,1010.5
73.41666667,0.759,24,23.4,1011.4
73.45833333,0.822,24,23.1,1012
73.5,0.967,23.9,21.9,1011.5
73.54166667,1.159,23.9,21.4,1011.3
73.58333333,1.358,24.1,21.7,1010.9
73.625,1.537,24,21.3,1010.6
73.66666667,1.632,23.9,20.8,1010
73.70833333,1.643,23.9,21.1,1009.3
73.75,1.559,23.9,22.1,1009.1
73.79166667,1.398,23.8,22.8,1009
73.83333333,1.182,23.9,22.5,1008.9
73.875,0.955,23.9,23.3,1009.1
73.91666667,0.783,23.9,25.1,1008.6
73.95833333,0.676,23.8,27.5,1008.3
74,0.645,23.8,28.1,1008.1
74.04166667,0.7,23.9,30.5,1007.2
74.08333333,0.826,23.9,28.6,1006.1
74.125,0.986,23.9,34.4,1005.2
74.16666667,1.126,24.1,35,1004.7
74.20833333,1.211,24.1,35,1004.2
74.25,1.226,24,35.1,1004.3
74.29166667,1.181,24.1,34.9,1004.5
74.33333333,1.074,24,33.8,1005.1
74.375,0.959,24.1,32,1006
74.41666667,0.861,24.4,31,1007.4
74.45833333,0.809,24.4,30,1008.1
74.5,0.845,24.2,29.4,1008.4
74.54166667,0.966,24,27.3,1008.6
74.58333333,1.144,23.9,26.6,1008.6
74.625,1.358,23.9,27.4,1008.4
74.66666667,1.555,23.9,27.3,1008
74.70833333,1.679,23.9,26.9,1007.5
74.75,1.701,23.8,26.3,1008.3
74.79166667,1.619,23.7,25.5,1009.9
74.83333333,1.443,23.7,24.9,1011.1
74.875,1.193,23.7,24.6,1012
74.91666667,0.93,23.7,26.2,1012.5
74.95833333,0.701,23.7,27.2,1013.2
75,0.55,23.8,28.8,1013.7
75.04166667,0.479,23.7,26.1,1014
75.08333333,0.527,23.7,25.9,1014.1
75.125,0.656,23.7,24.4,1014.9
75.16666667,0.832,23.8,24,1014.9
75.20833333,1.015,23.7,23.8,1014.8
75.25,1.14,23.7,23.5,1015
75.29166667,1.186,23.7,23.5,1015.6
75.33333333,1.144,23.8,23.5,1016.1
75.375,1.038,23.8,23.5,1016.2
75.41666667,0.895,23.8,23.6,1016.8
75.45833333,0.75,23.8,23.3,1017.2
75.5,0.675,23.7,23.7,1017.2
75.54166667,0.688,23.8,23.5,1017.2
75.58333333,0.797,23.9,23.2,1016.8
75.625,0.995,23.9,23.1,1016.6
75.66666667,1.246,23.8,23.3,1016.5
75.70833333,1.481,23.8,23.4,1016.4
75.75,1.655,23.8,23.1,1016.8
75.79166667,1.713,23.8,22.8,1017.1
75.83333333,1.655,23.8,22.9,1017.7
75.875,1.46,23.8,23,1018.5
75.91666667,1.191,23.7,24.1,1018.7
75.95833333,0.9,23.7,24.3,1018.9
76,0.626,23.8,24.4,1018.7
76.04166667,0.445,23.9,24.3,1018
76.08333333,0.391,24,24.4,1017.3
76.125,0.464,24,24.1,1016.5
76.16666667,0.645,24.2,24.1,1015.8
76.20833333,0.883,24.4,24.4,1015.1
76.25,1.112,24.5,24.4,1015
76.29166667,1.264,24.6,24.4,1015.3
76.33333333,1.327,24.6,24.3,1015.8
76.375,1.279,24.6,24.2,1016.3
76.41666667,1.132,24.7,24.1,1017.2
76.45833333,0.928,24.7,24,1017.5
76.5,0.742,24.8,23.6,1017.4
76.54166667,0.635,24.6,23.8,1017
76.58333333,0.637,24.3,23.8,1016.6
76.625,0.764,24.5,23.9,1016.3
76.66666667,0.991,24.3,23.6,1015.6
76.70833333,1.282,24.1,23.6,1014.9
76.75,1.557,23.8,23.5,1014.8
76.79166667,1.764,24.3,23.5,1015
76.83333333,1.836,24.2,23.5,1015.4
76.875,1.746,24.1,23.3,1015.9
76.91666667,1.513,24.2,24.2,1016.1
76.95833333,1.195,24.2,25.3,1016.5
77,0.828,24.3,24.5,1016.7
77.04166667,0.508,24.3,24.7,1016.6
77.08333333,0.306,24.3,25.2,1016.6
77.125,0.251,24.3,25.5,1016.3
77.16666667,0.357,24.2,24.9,1015.8
77.20833333,0.591,24.1,24.6,1015.2
77.25,0.879,23.7,24.5,1015.2
77.29166667,1.141,23.4,24.6,1015.6
77.33333333,1.324,23.3,24.6,1015.9
77.375,1.381,23.3,24.1,1016.5
77.41666667,1.297,23.5,23.9,1017.3
77.45833333,1.082,23.6,23.6,1017.8
77.5,0.833,23.6,23.4,1017.9
77.54166667,0.606,23.7,23.4,1018.3
77.58333333,0.469,23.8,23.1,1017.9
77.625,0.477,23.7,23.3,1017.7
77.66666667,0.631,23.7,22.9,1017.7
77.70833333,0.902,23.6,22.5,1018.1
77.75,1.244,23.4,22.5,1018.8
77.79166667,1.57,23.6,22.7,1019.7
77.83333333,1.79,23.5,22.6,1020.9
77.875,1.856,23.4,22.8,1022.3
77.91666667,1.753,23.4,22.2,1023.5
77.95833333,1.485,23.4,20.8,1024.6
78,1.103,23.4,19.8,1025.5
78.04166667,0.716,23.4,19.6,1025.9
78.08333333,0.402,23.4,19.5,1025.9
78.125,0.228,23.4,20.4,1025.8
78.16666667,0.211,23.3,20.8,1025.8
78.20833333,0.375,23.3,20.8,1025.6
78.25,0.655,23.3,20.6,1025.8
78.29166667,0.97,23.3,20.3,1026.3
78.33333333,1.26,23.2,20.4,1026.7
78.375,1.447,23.2,20.2,1027.4
78.41666667,1.471,23.2,19,1028.4
78.45833333,1.333,23.2,18.8,1028.7
78.5,1.078,23.2,18.7,1028.8
78.54166667,0.776,23.1,19.5,1028.9
78.58333333,0.518,23.1,19.7,1028.8
78.625,0.373,23.1,19.1,1028.7
78.66666667,0.383,23.1,19.3,1028.4
78.70833333,0.559,23.1,18.8,1028.1
78.75,0.875,23.1,19.2,1028
78.79166667,1.25,23.1,17.4,1028.1
78.83333333,1.577,23.1,16.7,1028.4
78.875,1.787,23.1,17,1029
78.91666667,1.838,23,17.8,1029.2
78.95833333,1.697,23,18.1,1029.5
79,1.384,23,18.8,1029.3
79.04166667,0.987,23,19.9,1028.8
79.08333333,0.603,23.1,20.7,1028
79.125,0.3,23.1,21,1027.4
79.16666667,0.148,23.2,21.2,1026.7
79.20833333,0.181,23.3,21,1026.2
79.25,0.404,23.1,21.1,1026
79.29166667,0.732,23.1,21,1026
79.33333333,1.09,23,21.1,1025.9
79.375,1.374,23,20.9,1026
79.41666667,1.527,23,21.4,1026.2
79.45833333,1.502,23,20.6,1025.9
79.5,1.303,23,20.7,1025.5
79.54166667,0.992,22.8,19.6,1025
79.58333333,0.659,22.9,20.1,1024.6
79.625,0.402,22.9,20.1,1023.5
79.66666667,0.278,22.9,20,1022.8
79.70833333,0.327,22.9,20,1022
79.75,0.547,22.9,20,1021.3
79.79166667,0.879,22.8,19.8,1021.8
79.83333333,1.263,22.9,20.4,1021.3
79.875,1.575,22.9,21.1,1021.8
79.91666667,1.75,22.9,21.1,1022.3
79.95833333,1.77,23,21.5,1021.7
80,1.586,23.1,21.8,1022
80.04166667,1.256,23,22.9,1021.5
80.08333333,0.86,23.1,23,1020.7
80.125,0.504,23.1,22.6,1019.4
80.16666667,0.253,23.1,23,1018.9
80.20833333,0.161,23.1,23.5,1018.6
80.25,0.264,23.1,22.5,1018.4
80.29166667,0.538,23.1,22.1,1018.2
80.33333333,0.892,23.1,22.3,1017.6
80.375,1.227,23,21.6,1018.3
80.41666667,1.479,23,22,1019
80.45833333,1.579,23,22,1018.9
80.5,1.499,23,21.7,1018.6
80.54166667,1.251,23,21.4,1018.3
80.58333333,0.92,23,21.5,1017.8
80.625,0.588,23,21.5,1017.2
80.66666667,0.344,23,21.8,1016.8
80.70833333,0.245,22.9,21.8,1016.1
80.75,0.317,23,20.7,1015.8
80.79166667,0.55,23,20.4,1015.8
80.83333333,0.879,22.9,19.9,1015.8
80.875,1.225,23,20,1016.5
80.91666667,1.499,23,21.3,1016.8
80.95833333,1.646,23,21.9,1017.4
81,1.622,23,21.6,1016.9
81.04166667,1.408,23,21.8,1016.8
81.08333333,1.095,23,21.4,1016
81.125,0.744,23,21.6,1016.3
81.16666667,0.452,23,21.2,1015.7
81.20833333,0.289,23,21.1,1015.9
81.25,0.291,23,21,1014.5
81.29166667,0.472,23,21.6,1014.2
81.33333333,0.769,22.9,21.5,1014.2
81.375,1.117,22.9,20.6,1014.5
81.41666667,1.427,22.9,20.8,1015.5
81.45833333,1.634,22.9,21.2,1015.4
81.5,1.681,22.8,20.7,1015.7
81.54166667,1.555,22.9,20.4,1015.1
81.58333333,1.291,22.9,19.5,1014.6
81.625,0.956,22.8,19.1,1014.7
81.66666667,0.643,22.7,18.9,1014.4
81.70833333,0.426,22.7,18.6,1014.3
81.75,0.346,22.7,18.7,1014.7
81.79166667,0.443,22.7,19.5,1015.1
81.83333333,0.675,22.7,19.3,1015.8
81.875,0.976,22.8,19.8,1015.8
81.91666667,1.274,22.9,21.4,1016.4
81.95833333,1.493,22.9,21.5,1017.1
82,1.58,22.9,22.9,1017.5
82.04166667,1.513,22.8,22.4,1017.2
82.08333333,1.299,22.9,23.2,1017
82.125,1.001,23,23.2,1016.8
82.16666667,0.706,23.1,23,1016
82.20833333,0.484,23.2,23.1,1016
82.25,0.392,23.1,23.2,1016.1
82.29166667,0.451,23.1,22.9,1016
82.33333333,0.657,23,22.6,1016.6
82.375,0.957,23,22.6,1017.1
82.41666667,1.273,22.9,22.6,1017.9
82.45833333,1.533,22.9,22.2,1018.1
82.5,1.671,22.9,22.5,1018.2
82.54166667,1.653,23,20.4,1018.1
82.58333333,1.483,23.4,19.9,1017.9
82.625,1.198,23.4,19.6,1017.4
82.66666667,0.877,23.4,20,1017.1
82.70833333,0.592,23.4,19.9,1016.4
82.75,0.415,23.2,19.8,1016.3
82.79166667,0.372,23,20.1,1016.6
82.83333333,0.467,23.1,20,1017.1
82.875,0.671,23.1,20.9,1017.8
82.91666667,0.927,23.1,22.5,1018.2
82.95833333,1.167,23.1,22.7,1018.6
83,1.326,23.1,22.5,1018.8
83.04166667,1.367,23.1,22.6,1018.6
83.08333333,1.278,23.1,22.5,1018
83.125,1.085,23.1,22.1,1017.3
83.16666667,0.839,23.1,20.4,1016.9
83.20833333,0.607,23.1,20.6,1017.1
83.25,0.459,23.1,20.4,1017
83.29166667,0.438,23,21.6,1017.3
83.33333333,0.544,23,21.6,1017.5
83.375,0.775,23.1,21.9,1017.7
83.41666667,1.053,23.1,22.1,1018.4
83.45833333,1.318,23.1,22,1018.7
83.5,1.515,23.1,22,1018.5
83.54166667,1.602,23.1,22,1018.1
83.58333333,1.543,22.9,22,1017.9
83.625,1.355,22.9,22.2,1017.6
83.66666667,1.085,22.8,19.3,1017.5
83.70833333,0.801,22.9,19.1,1016.8
83.75,0.574,22.9,19.5,1016.2
83.79166667,0.434,22.9,18.6,1016.5
83.83333333,0.416,22.9,19.4,1016.6
83.875,0.514,22.8,19.3,1016.8
83.91666667,0.693,22.9,19.9,1017.2
83.95833333,0.904,22.9,22,1017.5
84,1.085,22.9,22.8,1017.3
84.04166667,1.198,22.9,22.5,1016.9
84.08333333,1.216,23.1,22.7,1016.2
84.125,1.125,23.2,22.8,1015.3
84.16666667,0.959,23.2,23,1014.8
84.20833333,0.77,23.2,22.9,1014.5
84.25,0.619,23.3,22.6,1014.1
84.29166667,0.543,23.4,22.7,1014.1
84.33333333,0.578,23.4,22.6,1014.4
84.375,0.72,23.4,22.5,1014.7
84.41666667,0.932,23.3,22.5,1015.3
84.45833333,1.175,23.3,22.3,1015
84.5,1.394,23.3,22.3,1014.5
84.54166667,1.545,23.3,22.3,1014
84.58333333,1.589,23.2,22.2,1013.3
84.625,1.507,23.1,22,1013.3
84.66666667,1.326,23.1,22.1,1012.3
84.70833333,1.086,23.1,22,1011.3
84.75,0.852,23.1,21.7,1011.2
84.79166667,0.661,23.1,21.2,1011.4
84.83333333,0.537,23.1,20.5,1012.3
84.875,0.531,23,20.6,1012
84.91666667,0.614,23,20.8,1012.5
84.95833333,0.759,23,21.5,1011.9
85,0.916,23,22.6,1011.4
85.04166667,1.054,23,24.1,1010.8
85.08333333,1.134,23,24.6,1009.8
85.125,1.127,23,25.2,1009.1
85.16666667,1.047,23.1,25.4,1009
85.20833333,0.922,23.2,25.1,1008.9
85.25,0.794,23.3,25.8,1009
85.29166667,0.699,23.2,25.9,1009.5
85.33333333,0.669,23.2,25,1010.3
85.375,0.735,23.1,24.4,1010.5
85.41666667,0.875,23.1,23.9,1011.3
85.45833333,1.063,23.1,23.8,1011.8
85.5,1.268,23,22.4,1012.4
85.54166667,1.437,22.9,22.3,1011.7
85.58333333,1.547,22.7,22.3,1011.5
85.625,1.563,23,22.6,1011.4
85.66666667,1.473,23,22.7,1011
85.70833333,1.303,22.9,22.6,1010.9
85.75,1.095,22.9,23.1,1011.4
85.79166667,0.898,22.8,23.3,1011.4
85.83333333,0.731,22.9,23,1011.6
85.875,0.635,22.8,23.2,1012.2
85.91666667,0.621,22.8,24,1012.4
85.95833333,0.675,22.8,25.5,1012.6
86,0.781,22.7,25.9,1011.8
86.04166667,0.906,22.8,27,1011.5
86.08333333,1.014,22.9,26,1011.4
86.125,1.072,22.9,25.2,1011.5
86.16666667,1.054,23.1,24,1011.6
86.20833333,1.001,23,22.9,1011.1
86.25,0.923,23,23.1,1009
86.29166667,0.831,23,23.5,1009.8
86.33333333,0.766,23,23.6,1010.7
86.375,0.765,22.9,23.3,1010.8
86.41666667,0.836,22.9,23.3,1010.3
86.45833333,0.961,22.9,23.6,1010
86.5,1.125,22.6,22.8,1010
86.54166667,1.286,22.5,22.3,1009.3
86.58333333,1.424,22.5,21.9,1009
86.625,1.51,22.6,21.7,1008.2
86.66666667,1.519,22.6,21.8,1007.3
86.70833333,1.445,22.4,22.2,1006.4
86.75,1.316,22.5,22.2,1005.8
86.79166667,1.145,22.5,22.2,1005.2
86.83333333,0.968,22.6,21.9,1005.5
86.875,0.826,22.5,22.2,1005.3
86.91666667,0.734,22.4,22.1,1005.3
86.95833333,0.711,22.4,22.4,1004.9
87,0.749,22.5,22.9,1004.3
87.04166667,0.838,22.5,21.9,1003
87.08333333,0.944,22.5,23.3,1002.3
87.125,1.034,22.6,20.9,1001.2
87.16666667,1.106,22.6,21.3,999.8
87.20833333,1.116,22.5,23.1,999.5
87.25,1.077,22.6,25.8,999.6
87.29166667,1.008,22.7,24.5,1000.1
87.33333333,0.938,22.6,24.1,1001.2
87.375,0.879,22.5,23.2,1001.8
87.41666667,0.861,22.7,22.5,1003
87.45833333,0.892,22.6,21.4,1003.8
87.5,0.987,22.5,20.9,1004.3
87.54166667,1.124,22.4,20.6,1003.8
87.58333333,1.263,22.4,19.4,1004
87.625,1.392,22.4,19.5,1004.1
87.66666667,1.469,22.4,19,1004.2
87.70833333,1.483,22.4,18.9,1003.9
87.75,1.43,22.3,18.3,1003.7
87.79166667,1.307,22.1,17.6,1003.8
87.83333333,1.136,22,17.6,1004.4
87.875,0.962,22,17.4,1005.1
87.91666667,0.806,22,18.2,1005.5
87.95833333,0.698,22,19.1,1005.8
88,0.666,22,20.1,1005.9
88.04166667,0.691,22,19.9,1006.1
88.08333333,0.776,22,20,1005.7
88.125,0.889,21.9,21.1,1005.3
88.16666667,0.994,21.9,22,1005
88.20833333,1.074,22.1,22.4,1004.8
88.25,1.107,22.1,22.8,1004.9
88.29166667,1.091,22.1,22.5,1005.6
88.33333333,1.02,22.1,19.6,1006.8
88.375,0.944,22,18.8,1007.3
88.41666667,0.884,22,19.9,1007.9
88.45833333,0.85,21.7,19.1,1008.2
88.5,0.869,21.8,18.6,1008.3
88.54166667,0.947,21.8,18.2,1008.5
88.58333333,1.081,21.8,17.7,1008.2
88.625,1.245,21.7,17.6,1008.3
88.66666667,1.396,21.5,17.1,1008.1
88.70833333,1.509,21.6,16.8,1007.9
88.75,1.545,21.4,16.8,1008
88.79166667,1.496,21.3,16.6,1008.6
88.83333333,1.373,21.2,16.6,1009.3
88.875,1.199,21.3,17.2,1009.9
88.91666667,1.009,21.3,18.2,1010.1
88.95833333,0.835,21.2,19.8,1010.5
89,0.718,21.2,20.9,1010.5
89.04166667,0.678,21.2,21.5,1010.2
89.08333333,0.71,21.2,21.4,1009.9
89.125,0.809,21.3,21.2,1009.1
89.16666667,0.948,21.3,21.1,1008.6
89.20833333,1.079,21.2,21.3,1009.1
89.25,1.17,21.2,21.1,1009.1
89.29166667,1.208,21.2,21,1009.5
89.33333333,1.189,21.3,20.9,1010.2
89.375,1.109,21.2,20.7,1011.2
89.41666667,1.002,21.4,19.5,1012
89.45833333,0.906,21.4,20,1012.4
89.5,0.85,21.3,18.9,1012.3
89.54166667,0.866,21.4,18.4,1012
89.58333333,0.953,21.2,18,1011.8
89.625,1.101,21.2,17.8,1011.7
89.66666667,1.267,21.2,18.1,1011.6
89.70833333,1.428,21.2,17.5,1011.2
89.75,1.542,21.1,16.8,1011.4
89.79166667,1.57,21.1,16.8,1011.7
89.83333333,1.5,21.1,17.1,1012.5
89.875,1.349,21.1,17.2,1013.1
89.91666667,1.139,21.1,17.1,1013.8
89.95833333,0.913,21.1,16.2,1014.5
90,0.733,21,17.3,1014.6
90.04166667,0.625,21,18.1,1014.7
90.08333333,0.603,21,18.4,1014.5
90.125,0.673,21,18.7,1014.2
90.16666667,0.823,20.9,18.9,1014.2
90.20833333,1.003,20.9,19.2,1014.2
90.25,1.161,20.6,19.1,1014.4
90.29166667,1.278,20.6,19,1014.6
90.33333333,1.313,20.6,18.3,1015
90.375,1.264,20.6,18.2,1015.5
90.41666667,1.153,20.6,18,1016.4
90.45833333,1.008,20.6,17.6,1016.7
90.5,0.885,20.6,17.2,1017
90.54166667,0.824,20.6,18,1017
90.58333333,0.845,20.6,18.4,1017
90.625,0.958,20.6,16.5,1016.9
90.66666667,1.115,20.6,15.3,1016.8
90.70833333,1.313,20.5,15.6,1016.5
90.75,1.494,20.6,15.1,1016.8
90.79166667,1.602,20.6,14.9,1017.2
90.83333333,1.601,20.5,15,1017.8
90.875,1.5,20.5,15.1,1018.3
90.91666667,1.305,20.5,15.7,1018.8
90.95833333,1.058,20.4,16.2,1019.5
91,0.817,20.4,16.7,1019.6
91.04166667,0.634,20.5,18.2,1019.6
91.08333333,0.546,20.6,18.9,1019.3
91.125,0.569,20.5,19.1,1018.7
91.16666667,0.696,20.5,19.5,1018.3
91.20833333,0.885,20.5,19.9,1018.1
91.25,1.088,20.5,20.4,1018.1
91.29166667,1.266,21,20.3,1018.4
91.33333333,1.364,21.1,20.3,1019
91.375,1.361,21.2,20.3,1019.5
91.41666667,1.256,21.2,20.3,1020.1
91.45833333,1.087,21.1,20.4,1020.3
91.5,0.9,21.2,18,1020.3
91.54166667,0.758,21.2,18.1,1020.3
91.58333333,0.697,21.3,17.2,1020.2
91.625,0.737,21.5,17.1,1019.6
91.66666667,0.872,21.7,16.6,1019.1
91.70833333,1.091,21.8,16.8,1018.7
91.75,1.328,21.8,16.9,1018.9
91.79166667,1.521,21.8,17.1,1019.2
91.83333333,1.612,21.8,17,1019.5
91.875,1.584,21.8,17,1020
91.91666667,1.429,21.8,18.7,1020.3
91.95833333,1.191,21.8,19.7,1020.7
92,0.911,21.8,20.7,1020.8
92.04166667,0.659,21.7,20.9,1020.4
92.08333333,0.488,21.6,20.9,1020.1
92.125,0.442,21.9,21.2,1019.1
92.16666667,0.52,21.7,21.2,1018.6
92.20833333,0.699,21.8,21.1,1018.8
92.25,0.937,21.9,21.4,1018.9
92.29166667,1.165,22.1,21,1019.2
92.33333333,1.334,22.1,21,1019.7
92.375,1.391,22,21.4,1020.4
92.41666667,1.344,21.9,20.9,1020.8
92.45833333,1.186,21.9,20.9,1020.9
92.5,0.972,21.9,21.1,1021
92.54166667,0.76,21.9,21.1,1020.7
92.58333333,0.618,21.8,20.9,1020.5
92.625,0.58,21.8,20.6,1020.2
92.66666667,0.668,21.6,20.5,1019.7
92.70833333,0.857,21.6,20.2,1019.1
92.75,1.116,21.7,19.2,1019
92.79166667,1.366,21.7,17.9,1019.1
92.83333333,1.545,21.6,18.1,1019.4
92.875,1.609,21.5,18,1020
92.91666667,1.527,21.5,19.7,1020.4
92.95833333,1.316,21.7,21.5,1020.5
93,1.024,21.6,22,1020.1
93.04166667,0.724,21.6,21.7,1019.5
93.08333333,0.486,21.6,22,1018.6
93.125,0.363,21.7,21.8,1017.5
93.16666667,0.375,21.8,22.2,1016.8
93.20833333,0.516,21.7,22.2,1016.6
93.25,0.753,21.9,22.5,1016.3
93.29166667,1.027,21.8,22.4,1016.6
93.33333333,1.261,21.8,22.2,1016.7
93.375,1.404,21.8,22.1,1017.1
93.41666667,1.412,21.8,22,1017.4
93.45833333,1.285,21.8,19.8,1017.6
93.5,1.067,21.9,19.5,1017.3
93.54166667,0.809,21.8,18.6,1016.8
93.58333333,0.597,21.8,18.4,1016.3
93.625,0.476,21.9,18.2,1015.8
93.66666667,0.473,21.9,17.7,1015.4
93.70833333,0.611,21.9,17.2,1015.1
93.75,0.858,21.8,16.9,1015.1
93.79166667,1.147,21.7,17.8,1015.2
93.83333333,1.398,21.7,17.1,1015.4
93.875,1.549,21.7,18.2,1015.8
93.91666667,1.562,21.6,19.6,1016.2
93.95833333,1.425,21.6,20.9,1016.4
94,1.163,21.5,22.6,1016.3
94.04166667,0.852,21.5,22.7,1015.9
94.08333333,0.564,21.5,22.6,1015.5
94.125,0.371,21.6,22.3,1014.7
94.16666667,0.31,21.6,22.3,1014
94.20833333,0.392,21.6,22.6,1013.9
94.25,0.596,21.6,22.9,1014.1
94.29166667,0.884,21.6,22.3,1014.1
94.33333333,1.173,21.5,21.9,1014.2
94.375,1.383,21.5,22,1014.6
94.41666667,1.475,21.5,21.9,1015.2
