tau,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
3223,-0.283023657,-35.93689494,-27.82356557,36.89069218,-22.76406091,-31.28079679,-8.369623092,22.88945067,-45.99671111,-29.36941101
3224,9.190587342,-25.60407922,-43.2750734,46.77631234,-11.43442581,-5.849729681,-31.960566,34.1319087,-15.64586841,-17.51105147
3225,8.032461216,-43.71489467,-34.28476003,41.04292269,-14.09481021,7.969590808,-44.39677852,2.3002099,-24.71254355,-19.51361538
3226,20.5642189,-34.54309377,-40.85451632,12.98942557,-20.59285752,27.32228584,-49.51757029,-17.41679476,-35.56771627,-19.97490187
3227,36.64559457,-15.89152772,-54.49809864,6.996659148,-24.16272827,40.95376992,-38.15707448,5.653159049,-39.50065902,-2.091663006
3228,34.93584035,-10.96420377,-44.08836601,-14.81930634,20.12213413,41.83450114,-21.42653105,-17.01927055,-48.69436624,10.06055811
3229,27.67241166,0.275463744,-43.75045642,-13.79015187,25.30219183,48.21896277,-26.62324604,-5.064960049,-47.3047589,-8.19832436
3230,41.59504582,7.410790273,-65.75689062,-21.60761233,-16.37440596,51.87069803,5.855189299,-16.35781691,-39.6745736,-10.07706454
3231,50.06909192,-17.86440403,-60.89238544,11.63284712,-22.56239916,53.30357661,13.91681892,-22.62664007,-63.71813438,-16.87881877
3232,54.69977217,-0.37609783,-72.46554466,4.149777076,-22.51010603,44.15493871,-6.733910466,13.18500797,-39.28728831,-30.29045755
3233,22.05186024,-9.884295386,-69.34955174,-1.23785617,-34.03636343,25.99023369,-8.981888868,7.44368176,-25.33820442,-34.33676851
3234,15.77956522,-3.737848915,-90.61327773,4.624974755,-41.949581,14.27039012,-4.614238236,26.06251334,-20.44577946,-44.41164087
3235,22.30163477,-13.09397112,-63.18778865,-12.92142692,-43.44943102,7.867542561,-11.79471388,-0.79163224,-38.11716082,-40.02842059
3236,28.84433211,5.343658748,-45.2302158,-39.53518219,-48.82435994,-1.230597625,17.5569682,33.22341519,-22.26847078,-38.60247333
3237,0.466718492,-4.974800885,-64.06659769,-50.27860413,-22.40294152,-15.56415163,14.07323277,6.838936263,-28.81778646,-32.90879622
3238,-13.2516832,2.786150411,-73.34452951,-55.86952023,-17.36202286,-10.90249556,26.77298616,20.64570006,-29.54527273,-42.15613671
3239,-25.94383547,-4.059127841,-51.75782007,-69.38763427,-28.43696687,-31.26449115,18.89214135,18.75213243,-31.52014216,-45.81056148
3240,-19.93406615,-17.18111604,-70.15857057,-50.83191272,-44.80451222,-36.1851249,12.7262567,30.74874144,-58.59621028,-38.97104686
3241,-3.049362222,-35.51213809,-57.88156116,-44.1129196,-34.38667715,-42.58974508,1.868784572,42.54214179,-54.27652815,-35.31698056
3242,-37.22734331,-48.89805428,-62.99001437,-30.80000353,-23.21590948,-32.8937665,10.92660687,61.09703134,-52.34351486,-62.1589617
3243,-41.47977182,-37.0141619,-64.4520699,-18.18386349,-16.49702806,-32.58768843,33.88906246,63.94279464,-49.66625299,-42.33957617
3244,-30.97261042,-53.8272693,-50.08982329,-25.39094652,-15.05677232,-15.54685254,18.87096683,49.60285563,-54.93563733,-43.93682567
3245,-56.98416804,-12.10609863,-41.6311279,-5.947333145,-43.42522406,-31.50404935,11.61386147,20.47385568,-52.70891826,-18.09809439
3246,-68.4396598,-25.8098698,-50.90347116,-16.70825588,-31.38147758,-26.42450478,17.41062872,13.01791714,-53.09031943,-15.93868052
3247,-101.9874537,-31.63050055,-64.17323578,-3.845036913,-9.003946509,-22.19666562,14.77100175,19.45822548,-57.3681657,-18.85362824
3248,-108.3277136,-49.55653896,-70.74243414,13.2370879,-10.62539981,-2.065639423,-23.27889325,4.491580556,-48.24380075,-28.85211807
3249,-84.43299934,-34.08776728,-44.49718082,16.3989758,-23.14687537,-5.84011729,-9.238933203,20.23624375,-55.90694879,-25.62250205
3250,-80.96457074,-48.53122475,-56.83874682,5.019555905,-21.83631413,-14.98532406,6.696366036,24.62698466,-55.3771295,-40.56054981
3251,-102.2543118,-52.95326108,-61.96928625,14.52781715,-43.58844607,-27.87418145,18.71277138,35.02152266,-38.59004245,-35.80155149
3252,-111.5476521,-68.374895,-64.1439611,20.0967414,-27.88367985,-8.105660537,37.62392102,11.43935489,-31.26944208,-25.4885114
3253,-87.3766197,-66.81839802,-70.34428809,-4.066988713,-43.53195531,-4.97507775,52.08875448,16.81077064,-25.33929448,-23.44644728
3254,-77.00371369,-81.15748523,-56.48122877,-30.7304727,-28.04163202,-12.06875869,22.52827482,-4.357061985,-22.68607024,-8.219655621
3255,-62.08793138,-49.78499523,-43.99415183,-23.68791203,-37.83816316,-10.43131061,11.51515668,10.79291381,-1.710560388,1.449869365
3256,-46.05195231,-47.48755677,-35.03794271,-38.21275835,-23.91627587,1.713744643,10.50289832,-11.27212256,-18.95415102,-8.341727402
3257,-48.8388308,-52.37316654,-31.44964984,-24.14140391,-0.203891287,-9.864374591,8.933481034,-24.57632896,-19.04883782,-26.08922666
3258,-40.85320991,-50.87957189,-49.66043625,-2.443134841,16.4394129,-5.317655348,53.44513393,-37.75680302,1.820226833,-28.98063772
3259,-47.18706937,-39.72045114,-75.86824993,-16.3285324,15.4519046,-7.502546114,51.78920014,-59.7832842,17.5374594,-20.4632596
3260,-23.9356063,-72.42964362,-70.96866844,1.652513453,31.39281283,-34.27626577,29.9737365,-50.63422709,39.39780801,-33.69130623
3261,4.918195379,-71.48526939,-76.83037629,23.6844109,24.02662036,-51.37745947,8.493415127,-37.74167987,1.34341297,-31.16095695
3262,3.01426696,-55.08149343,-65.48996998,25.70626461,20.4704002,-55.7203331,28.92259928,-61.81683395,1.05554677,-36.30154992
3263,23.8121063,-31.84467357,-69.5323608,25.7935143,-26.41525696,-68.87005107,-1.584250872,-70.06368627,17.39675287,-12.57146642
3264,6.073939805,-52.86754282,-74.96457434,-5.171537851,-43.78743218,-67.59345351,12.56844427,-61.19632664,28.52627386,-15.83480283
3265,-22.882047,-54.52089034,-71.2258455,-16.64600507,-16.77857841,-73.98774223,13.76702418,-61.15810297,11.59245898,-1.785406653
3266,-11.77087814,-46.66429197,-47.26129631,-0.039196349,8.56690974,-62.93360553,39.37667938,-36.86918116,26.91293497,30.34559582
3267,-13.24045274,-41.9124126,-36.32466824,-9.740976995,-1.280373956,-67.62477796,17.04401295,-43.75492651,6.990455914,22.91083251
3268,18.99990508,-59.69673686,-43.56678681,-8.697159733,6.683227715,-59.14348455,-2.868247637,-33.86904338,-3.824616523,27.84103666
3269,36.0157302,-34.79035692,-41.8559679,-13.90507121,19.42303107,-52.90518248,2.13796198,-42.5332819,13.97167469,21.83881716
3270,11.20062812,-18.44604516,-55.03250327,-24.43095282,4.542210051,-40.28433051,-14.51390542,-43.41303321,14.40000026,6.243146804
3271,7.561203471,-41.16234747,-65.37496595,-0.404257029,23.58818986,-33.44222441,-21.65143571,-15.301224,4.801731946,-9.984476849
3272,-3.520692379,-20.22094224,-92.49662216,-5.499063574,25.95328017,-21.12899293,-41.8218569,-41.21206376,3.925823523,9.183927426
3273,-20.7150848,-40.23613075,-94.29559357,18.95609604,46.67036262,-29.58272926,-25.05838963,-37.65959673,-3.391002284,-4.292542437
3274,-28.17632995,-38.51437118,-82.66322621,37.75986661,43.21736246,-7.750657684,-4.372767044,-36.97880231,-13.29826884,-14.63295077
3275,-34.64993032,-35.86487235,-93.1826334,10.90376107,31.53527346,-4.673541466,2.573662215,-17.73392694,-11.76313092,-17.43845265
3276,-29.24059612,-25.29002029,-93.15701283,-14.42869916,12.40453329,-5.864147622,-2.849158402,-16.5371993,-35.3524949,-11.06546258
3277,-22.02549552,-32.59893356,-91.2445596,-29.97738311,11.84039629,-13.00391353,-4.847446831,-20.41312427,-24.38182868,-17.06903266
3278,-33.20674287,-51.60245168,-52.44668276,-43.49251051,24.19732245,-16.98032053,-9.848926628,-17.35617177,-42.5872249,-25.46860644
3279,-35.6749998,-42.61262927,-45.02729374,-13.38040362,8.363384373,-2.12220421,-22.14239088,-10.90215821,-52.23561287,9.799260797
3280,-47.22164865,-53.74746157,-45.58241521,20.70359209,14.42999624,0.827821766,-21.54948324,15.53718186,-42.7313764,-6.204381189
3281,-42.2332477,-39.61070309,-21.8051107,13.1442016,12.69275338,-10.3693247,-16.00571563,17.67701212,-38.138542,-26.24457402
3282,-40.17928125,-31.62145665,-16.50289278,3.580762115,-3.739805976,2.191682187,8.630516387,27.79367081,-49.11589882,-30.11447113
3283,-38.72121332,-35.97614126,-17.00099819,-18.84475788,-11.10882471,-2.193314687,46.84656753,29.30998635,-70.24365383,-40.68024379
3284,-27.62351488,-27.71579578,-2.448693938,-9.145133565,-17.23879599,15.86270495,17.42821127,14.57865051,-63.60256014,-26.10427933
3285,-30.12877023,-26.54250153,-21.36367973,1.234679883,-1.399611418,-3.991963873,-11.64757637,23.34620076,-66.9474628,-38.81084572
3286,-32.0597403,-38.96978555,-25.5846689,14.86373737,-22.216356,-6.777934967,-17.80326402,30.67175669,-92.31277595,-44.16954886
3287,-33.552857,-29.63161657,-11.28450639,15.55521423,-20.52763522,15.30311177,-25.00723632,26.31291888,-60.21810984,-29.9355006
3288,-43.230152,-31.0681488,0.605671079,16.19921524,-16.52163398,7.320052871,-15.56766832,9.025610282,-53.18403108,-24.20604074
3289,-70.42698622,-20.2557946,-0.066413888,26.76849609,-12.58045514,-16.8684625,-19.32194204,-4.770209925,-44.08616262,-48.04801301
3290,-56.29850704,-17.11159841,-30.84842536,41.23637728,-20.98896252,-21.17986246,-4.458310254,2.551550543,-36.75893517,-54.75805508
3291,-51.38645201,-6.02275243,-36.60278737,30.75468847,-0.715500414,-15.28561173,5.536660332,-0.839109104,-61.89603928,-64.46380027
3292,-63.04499116,-18.44914639,-23.23388243,20.44949737,16.41928228,-15.1931203,-2.303117732,-26.62335779,-84.5969604,-68.07597384
3293,-71.29791876,-23.93092241,9.44374183,13.43159551,33.87637652,4.73059006,-6.652413972,-23.97006397,-100.4913331,-63.41441285
3294,-70.4449312,-29.72848084,2.206465748,20.1630551,35.48125478,2.982784637,-19.72780425,-53.7026174,-80.14477577,-46.52273963
3295,-63.66865661,-20.52377511,7.873073911,18.0510017,-3.029519911,2.639060409,-12.05404889,-72.06095575,-42.68353027,-11.41358973
3296,-61.35590219,-3.59504292,16.62892658,-1.041529535,23.92066413,-6.587969983,-5.549871308,-66.32467205,-44.00076397,-11.62729906
3297,-78.44394276,6.476615629,38.44576744,-13.43260198,12.67215295,-2.380689931,-12.31692207,-96.67897742,-36.16031901,6.020042947
3298,-71.74124485,14.56653582,35.78992685,-16.38841629,8.470087812,15.23841919,-20.13049819,-68.19420438,-6.686110078,5.280398714
3299,-77.40435192,3.984103068,19.32783893,-2.43851754,-21.34968601,30.56950304,-10.67315139,-51.09857775,-32.21867533,14.19577246
3300,-85.75171668,0.508012598,8.835350297,16.39113508,-17.2755318,19.59176044,-30.51301364,-56.91954813,-37.5974229,13.56836689
3301,-85.82772044,-7.191368287,-14.14418368,11.77349814,-29.79140752,8.229602933,-20.97031096,-43.9552886,-18.6393978,35.869809
3302,-100.7032067,-3.237838077,-13.6695203,6.359977863,-42.24540801,-23.03273186,-29.78797099,-27.41697039,-35.89026317,15.47181591
3303,-80.23850485,10.44933692,4.923489995,12.6893177,-61.37200936,-18.83439893,-49.52186414,-14.91845922,-47.37421638,31.64418996
3304,-76.52505322,-0.936315077,-0.268773664,-23.7994895,-64.67236475,-28.3316316,-52.1835513,-17.0348518,-44.91091524,28.82478051
3305,-73.15713687,-23.54972768,-24.84355668,-35.74335159,-49.33559878,-23.82968552,-30.38223505,-8.35564526,-46.15190836,26.23226935
3306,-65.21528691,-30.07895833,-34.7263232,-17.17044198,-40.69199542,-22.40157159,-16.98860175,10.66721672,-42.33841403,11.14808668
3307,-66.54227967,-10.38596741,-30.42398343,-2.887141139,-52.50819377,-2.342547091,-27.02868814,9.173816259,-56.79303007,30.2985221
3308,-60.78961496,-21.08506276,-30.72389439,-4.112405992,-71.89365629,21.65921337,-44.80694174,20.97286132,-72.03103349,22.07252759
3309,-32.16730091,-12.13444665,-35.96435529,-0.732382293,-50.81811759,10.28800566,-49.73272461,29.75094776,-72.26577385,28.05467682
3310,-38.11976556,-4.321142763,-58.1489867,-3.641879911,-50.08917871,-6.370602386,-41.29436366,29.07223801,-63.43387279,15.33056175
3311,-47.07998062,-13.59472069,-45.92370907,1.651718414,-72.3801166,9.386104502,-39.84382428,40.52084381,-72.65201595,-16.54574097
3312,-51.56003532,1.645481752,-52.93472512,13.38790971,-75.20876631,-1.277932775,-36.36115008,12.91556539,-90.34539631,15.11233209
3313,-9.258035904,-12.69124243,-71.12051461,-6.647116131,-71.51799164,-26.36772727,-53.39478477,-12.86730222,-82.0625317,5.507214863
3314,-43.62821949,5.84401978,-55.21642175,8.249957469,-60.64452205,-29.34789502,-62.62151641,-26.4748493,-62.75373867,-4.12987229
3315,-65.4718338,-3.373788744,-42.35372716,-21.36051873,-41.28286754,-34.229463,-57.93808368,-15.79948995,-55.62718832,-2.694783385
3316,-71.34803622,-22.45373933,-39.09232229,-20.8333672,-60.01010601,-49.97971065,-45.964038,-21.07840329,-50.99695813,3.447260361
3317,-75.29744886,10.28710743,-30.67524121,-20.16907858,-68.42091745,-29.43465199,-18.36515644,-36.80827338,-40.47641499,-19.7425509
3318,-92.80709213,21.1920187,-19.09605795,-37.75654542,-69.98119169,-26.38540652,-23.99069619,-22.09021283,-42.45363169,-12.10775895
3319,-68.02614666,10.07894118,-3.265048865,-17.99564157,-71.18677015,-9.319025409,-26.0925171,-52.63977903,-14.52579766,-5.594577125
3320,-48.50162217,7.205191006,-9.548139995,-21.0202996,-60.76364074,-30.90053285,-30.27485926,-45.07643598,-11.31637439,-6.479262915
3321,-35.17338743,-7.471248001,-6.078823427,-25.24014891,-37.16375021,-32.73568552,-45.61919664,-3.758646044,17.09015553,19.72015366
3322,-43.2545632,-24.14429563,-4.411907952,-29.62983018,-61.75217623,-48.75921612,-21.50154368,-27.39867688,0.159645549,40.64399275
3323,-23.45338758,-33.1021808,-20.13148481,-47.18566781,-53.1086389,-39.1123698,-59.60117875,-8.474197657,-15.31589037,27.82095714
3324,0.333178693,-22.88790945,-18.39612765,-42.41738448,-53.20100796,-26.45941021,-29.78660529,-22.59136383,-29.86801977,35.59434891
3325,-11.95939342,-20.21912463,-17.2931686,-28.93191957,-34.39423224,-3.624143191,-55.5726717,-23.21166292,-24.85629739,33.1797814
3326,-30.14596259,-43.03804036,-33.84169513,-67.00068277,-46.10593889,2.316886969,-22.5918242,-30.60466156,-38.25397969,38.11385064
3327,-38.62480983,-53.55714488,-48.26232889,-62.04110232,-28.27852415,2.087849856,-30.94008397,-29.94180925,-14.93583714,39.78261888
3328,-5.476793025,-62.1276123,-54.1083917,-91.59319515,-16.55241659,5.147960373,-29.69609016,-33.69035708,-2.820963335,47.28727178
3329,2.8671866,-41.9453743,-57.31744274,-103.7236603,8.456014439,-10.54742566,-53.66531988,-46.6880301,2.78240858,39.48640243
3330,-14.1061394,-52.88765544,-31.00565485,-77.79012382,4.853026213,-18.54619002,-39.04354994,-54.95321013,-5.250685629,44.83166363
3331,-23.66063758,-46.82326931,-34.19484239,-87.83725278,-2.895308927,-20.57032239,-36.24250643,-73.56165269,-6.478407242,54.39948048
3332,-31.11826032,-47.16435253,-28.24034634,-98.05342208,-0.140275893,-5.574530364,-0.811442528,-72.31272948,-36.3875562,35.54866037
3333,-32.01454136,-70.0743235,-5.837879643,-79.80159052,-2.755203899,-14.44037806,-5.911931815,-54.98976496,-27.44041036,17.83511607
3334,-38.24762389,-67.4656632,-11.6468933,-113.7363354,-20.63035101,18.0633083,10.16031617,-55.45178901,-23.65021675,23.650756
3335,-50.01670797,-69.98103823,-22.34015693,-106.9946338,-14.59261274,69.75540293,36.85583506,-68.63124077,-29.53360727,-9.900899717
3336,-43.30788341,-72.71548412,-21.59187941,-82.23635363,-23.32510488,47.10137521,58.09641605,-62.3529843,-25.15635335,15.35433871
3337,-44.00455362,-63.1313692,-34.81009539,-67.39033538,-32.77722314,54.1654386,53.21193406,-76.19124339,-34.9770903,2.604512228
3338,-43.94418857,-71.08895595,-71.28988723,-62.68767333,-61.67629189,65.45828882,75.86139086,-88.44595321,-0.965636612,3.328457829
3339,-20.89652855,-74.98328707,-76.41588743,-52.18085999,-54.92904439,68.76120775,48.86523015,-68.81496889,-13.25739142,-0.099226159
3340,-7.374015856,-58.24753335,-82.15162837,-35.68642678,-58.55247456,42.547608,48.77576829,-94.48169293,12.64740624,18.83162866
3341,-35.60922261,-60.42141822,-65.53141839,-21.87116984,-54.00877336,23.80701192,31.76181388,-92.08340046,3.395379402,22.71496998
3342,-31.41297645,-53.38702994,-81.48971872,-4.08003187,-44.01590174,12.56652956,6.815827879,-91.0648425,20.87426736,18.99557426
3343,-40.26360717,-52.11331979,-77.25053759,-15.0978733,-49.5252285,-6.200339825,5.415181386,-76.01256778,17.23822234,-5.228354961
3344,-38.93958737,-32.23932357,-64.95445456,-18.45740507,-49.80800556,-25.78057223,-11.84073777,-69.35971232,1.755141438,-8.290060645
3345,-72.98933392,-14.3336475,-81.74415551,-19.38267629,-57.53228696,12.15369236,-18.25089281,-68.17210152,34.25828336,-23.87461886
3346,-84.09194714,-6.507597918,-83.26333992,-19.40037806,-42.16522018,-1.290961471,-1.66422042,-71.84030052,24.24267991,-28.96451464
3347,-93.41609938,-9.107987267,-75.80865961,-19.87634756,-46.29158044,-16.95993756,-4.102376245,-44.15867686,-10.88136121,-22.25525383
3348,-67.41893879,1.313890724,-83.16066291,-13.00302027,-63.3180381,-18.37474483,-21.78979884,-48.60440523,-7.541900324,-12.03858902
3349,-51.01166567,17.56632884,-90.10402003,-38.19306493,-58.92820097,-52.48932261,-30.00732984,-60.24384408,-10.75610938,-32.39911371
3350,-29.06482439,-2.410180731,-83.24790305,-35.79818312,-53.33620372,-45.21315765,-32.62434457,-47.12585723,24.32036113,-51.21464428
3351,-27.38029587,-1.675669687,-84.60246135,-41.72441812,-54.88102763,-58.71220148,-63.26756235,-43.1129482,11.15651542,-81.51490254
3352,-20.57557613,-7.819693515,-70.76110553,-34.86547384,-33.99613621,-51.27958026,-35.29955601,-10.84314049,8.207258786,-82.63518567
3353,-10.10581777,-21.60512605,-78.17854378,-41.06110349,-34.54808634,-51.85250944,-37.65612786,-0.207435441,28.64282785,-75.56417232
3354,-27.04204439,-13.64356791,-90.94143868,-30.58555728,-48.87261682,-61.85605412,-11.81750977,16.16004927,46.88312226,-66.09616342
3355,-51.12770272,-23.54221684,-85.3247704,-25.79817684,-59.29410852,-63.08897305,-28.89137895,-16.64627823,51.72356546,-47.50833094
3356,-13.16643225,-1.590442265,-93.15602746,-29.48974681,-54.61950813,-52.7728373,-48.55435705,-12.53128399,56.79193221,-33.39683786
3357,-30.08327952,20.06529044,-59.63035971,-30.97058007,-83.12133753,-60.69741798,-42.33864404,-46.61686057,58.40943076,-25.47777265
3358,-34.69082247,28.18770777,-48.26110192,-63.98948209,-107.0846677,-50.16345166,-33.69221356,-54.64713238,61.40550798,-37.58530353
3359,-49.36257666,-0.725250267,-61.05051308,-52.09637614,-100.2972155,-33.9580052,-16.29196909,-66.49285577,43.04133658,-36.6988656
3360,-43.00561433,-11.83179095,-38.72203725,-38.33732378,-78.72241985,-29.83688542,2.85614521,-56.62975352,30.8241323,-60.46826209
3361,-42.87369237,-23.49751097,-45.40272739,-50.57825037,-75.04500718,-34.30873797,6.705719287,-49.35386936,18.74004298,-26.98787821
3362,-47.80054994,-11.90110959,-42.2226015,-43.71984094,-54.87895255,-20.5502691,5.681278834,-28.7776363,5.353504291,-35.44165144
3363,-46.6497203,-4.789501886,-50.59443692,-36.39903228,-69.6338818,-22.42420564,-2.648604282,-46.26776978,-6.382033889,-21.72016328
3364,-65.65805214,8.080435319,-52.1717199,-44.30661006,-82.93962789,-44.1087009,-31.06246093,-63.6120736,-3.11588257,18.2959072
3365,-63.49656906,22.34587596,-39.16804271,-43.65659316,-63.41358804,-29.73132575,-19.41678435,-44.59038499,-5.994034216,0.084106449
3366,-69.21425962,25.46679455,-44.29887466,-52.59942868,-53.71263629,-37.79567848,-21.53692813,-36.22436838,-15.74710869,-40.30811488
3367,-61.29685526,29.72937405,-30.50930937,-54.00776678,-57.88894563,-24.82511438,-10.28853385,-44.78066204,7.581871182,-32.57867929
3368,-77.40491283,38.39060371,-20.67983903,-32.04940686,-54.91659183,-10.8264173,24.39428971,-52.65977382,-5.159608551,-23.02177621
3369,-83.25300177,52.56853291,-25.12433891,-53.23772217,-94.70063773,1.152027238,35.42915305,-35.45869981,-6.014579268,-8.664568796
3370,-90.24221354,36.46088412,-14.27146771,-42.64874092,-85.41445576,-15.40796119,23.293878,-24.8573931,-32.6800406,-19.30173884
3371,-89.74936355,21.54815065,3.306061725,-53.15608559,-73.53908143,-24.43338007,4.12444926,-21.14423504,-13.00821961,-33.37456805
3372,-66.02678103,16.41338386,23.47011356,-49.36722634,-52.92117737,-22.29267015,-1.147639529,5.262605677,6.975335871,-29.36078943
3373,-38.20177859,19.17426077,15.19056312,-47.83044304,-57.49277324,-7.431970853,9.464390267,8.389106178,14.67366359,-23.74330635
3374,-62.96397219,39.25898673,-5.550128339,-59.81242949,-79.14812075,-11.1128795,-23.10934643,-5.055308289,26.65343898,-31.56008388
3375,-38.80877392,52.48026135,-12.49470174,-45.33043667,-57.80068981,-20.1216216,-17.27699359,7.027841251,20.37732648,-44.73379036
3376,-25.97482571,41.49192503,-17.55474036,-57.75641124,-52.10079715,-21.3672357,-16.4228995,17.09681066,16.0107571,-50.96145825
3377,-24.45314323,51.70552727,-22.06894182,-54.71438918,-35.61480427,-37.12087967,-20.39515327,12.60951377,2.450183927,-29.24238308
3378,-18.01406694,72.75418748,-12.49008856,-44.5253348,-14.63385889,-32.48746436,-22.03991943,2.574297285,-4.744501827,-11.42681242
3379,-18.61188246,87.66083094,-13.24564924,-46.8053271,-6.541267251,-35.61273727,-7.759376029,6.966452048,-7.453649478,-9.579905296
3380,-17.44075573,81.0589243,-11.93344213,-28.97997371,-4.231380411,-60.81548295,5.290821636,-5.996828231,34.89951553,-1.379519562
3381,-23.85136134,77.46247621,-23.93712414,-11.14312623,-31.01970137,-76.65983111,10.95928635,4.605707372,21.18873243,4.062309027
3382,-15.62762072,60.4020549,-27.28168951,-10.43565444,-33.43043732,-93.65669682,14.7202492,9.582134598,34.93833729,-11.40384471
3383,-9.04278977,34.60759842,-15.4963276,-13.96040749,-50.2099228,-80.76754049,18.22801594,11.65444648,22.48412294,3.276305984
3384,-6.972359958,47.33388122,-19.04228654,-17.80756939,-52.24552868,-79.22654933,5.614801604,22.80898385,23.9140089,-3.749978363
3385,-2.658860839,32.28921397,-50.51351202,-20.77979255,-35.11168902,-74.03337223,-5.344268676,36.95809639,3.889326187,-8.465553094
3386,-7.446243016,45.96759229,-69.90313099,-10.59893513,-12.69985142,-78.25005687,-18.01426311,31.50544353,11.7004751,-1.786976842
3387,-12.0496912,61.28385962,-75.68128294,-21.79929228,-16.63717248,-91.66936475,-32.78665796,26.46183052,34.78025011,-6.369295846
3388,-13.27326786,55.37056451,-68.72246716,-5.488951608,-8.357261834,-77.85373455,-21.77965027,22.55345812,29.9502747,-8.790159126
3389,-20.28214005,44.14537614,-54.31630686,-12.07569677,-10.14800675,-82.73901772,-36.25796674,14.96384585,24.05428015,11.05570793
3390,-19.65721308,25.65198983,-49.82227434,-7.519289752,4.338088033,-91.52069245,-42.76245106,4.045192379,22.55249668,1.787741157
3391,-9.665817814,31.10404718,-37.4738994,16.76165112,18.35085737,-57.21033208,-35.43689756,11.99524707,3.88309759,16.76045766
3392,0.280348502,34.37876934,-58.32237047,16.40612543,23.31165023,-61.01889931,-24.35196997,-14.58687329,4.34708711,26.96748096
3393,-11.2636893,21.19393145,-49.00658917,30.09166457,27.70887885,-54.92319128,-10.19403748,-10.58111442,3.232768622,19.51601184
3394,1.917419565,-1.686107633,-15.93426595,33.59150068,14.73887645,-57.85237464,-7.809783319,-6.227037556,2.838702482,-2.923476677
3395,-25.50714607,2.844347375,-12.20387127,31.80078511,14.74233235,-40.05033207,-19.46827143,-12.42989221,8.243028711,7.053339067
3396,-28.49090468,-4.320360117,-14.72266628,16.68507076,16.06501982,-63.60205407,-8.733550068,-9.522427453,2.125109088,-2.674289492
3397,-30.33672321,-3.026485505,-2.176442003,14.66280399,0.959848744,-58.33901751,-5.148830658,-20.70137232,5.102501045,7.0699869
3398,-41.828118,-24.10186921,-16.05043269,14.15463059,12.42349608,-30.32089969,10.50436439,-33.56615896,-29.42166454,13.71986028
3399,-30.71312743,-32.50985856,-6.044151573,24.9496775,-6.661678702,-33.60864853,0.523009777,-10.56110688,-29.64277253,17.32297854
3400,-35.71613402,-36.39898335,5.762980953,4.532301958,-7.001020504,1.676886284,22.95142928,-22.73471169,7.830159918,23.04064463
3401,-49.1784126,-20.90967593,21.4462611,11.48685269,-2.686459395,3.19947344,5.156960926,-6.245967611,2.597549066,41.78492522
3402,-40.19235233,-8.992136945,21.47712987,-1.244456491,-2.730793795,-4.516158595,6.230091553,-9.777601386,-16.85106003,46.19730158
3403,-26.83186945,9.457987473,24.13071593,-4.664266949,-15.42962691,-13.62756221,-0.308748456,-4.542473407,-2.69515638,8.326580862
3404,-22.0552543,9.26723394,6.364641816,-20.92292586,-16.56501062,-3.617552414,5.013260252,-8.991620588,-5.777857558,11.87944214
3405,-28.27709629,1.586850731,15.11292513,-19.25699897,-41.3845799,-31.37226378,15.95505712,-10.9044551,-3.581192148,13.22111786
3406,-22.63951613,8.143742686,21.92715536,-28.72028231,-60.07474108,-48.78178365,0.330010397,4.694839201,4.523387812,26.79558047
3407,-13.208643,6.034323133,0.079555591,-15.12632045,-45.49586568,-54.00076551,-10.76074654,15.16266598,11.36224789,26.23496232
3408,-1.425783698,8.216042538,-2.516570041,-25.72607018,-54.2751139,-54.94535718,-23.41277584,14.26675262,-1.867666788,40.05396028
3409,-6.3180519,3.64696628,11.22552476,-36.88710876,-45.74259341,-18.73623341,-10.60415504,13.10483227,-10.10255468,22.16471334
3410,4.952250796,-10.91399884,8.500086007,-37.02099941,-55.7225295,-45.38765718,8.286626446,26.04087211,-5.534598909,30.64702543
3411,-6.299238502,11.13775664,8.511514441,-38.40506209,-46.12122293,-49.71029597,33.86297368,23.14688414,6.145887789,32.75263293
3412,-3.312134578,7.066210539,-2.759995727,-32.57073278,-51.49942824,-62.58388506,-3.898600079,22.08202691,-8.760981825,-14.46016792
3413,4.785242977,-12.76574325,-23.13208203,-30.98977385,-54.63646414,-39.39202554,-15.60724785,4.903519046,-12.3680658,-5.68911539
3414,19.59912927,-4.792908717,-7.498689564,-38.19552901,-25.3250129,-44.56858911,-17.86529532,13.13687555,-9.592491012,-23.00210597
3415,37.28611334,-16.55048059,-2.236748235,-43.6599683,-14.18608053,-54.77092411,-34.59685166,30.9213394,-17.3960631,-30.18231506
3416,35.71741934,-11.05261365,16.72268039,-58.47056953,-8.34756352,-39.83484626,-31.60470917,24.18735007,7.441675489,-5.34864937
3417,22.40825147,-23.1010797,-5.422775548,-56.2809021,-15.30728111,-37.40620444,-46.91298765,41.29836881,19.06875568,17.95913292
3418,38.25639603,-31.68196125,-3.842480945,-61.06986278,-16.30575284,-59.97641931,-52.6725607,56.32141064,-2.91332834,-12.10761317
3419,9.230318471,-35.76703297,5.96064669,-63.78430799,-51.66581167,-57.66145071,-63.86726625,49.30409751,-4.530674825,1.280527513
3420,14.68155616,-58.98695327,-17.63538012,-63.88577392,-35.40303716,-48.94962951,-35.19777502,67.0798344,14.46039351,5.197523681
3421,19.53781694,-60.13618288,6.03348689,-62.67620816,-39.72200029,-43.05473678,-21.76614271,62.02559154,-9.503346374,5.636978518
